,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6
5065,False,False,True,False,False,False
5066,False,False,False,True,False,False
5067,False,False,False,True,False,False
5068,False,False,False,True,False,False
5069,False,False,False,True,False,False
5070,False,False,False,True,False,False
5071,False,False,False,True,False,False
5072,False,False,False,True,False,False
5073,False,False,False,True,False,False
5074,False,False,False,True,False,False
5075,False,False,False,True,False,False
5076,False,False,False,True,False,False
5077,False,False,False,True,False,False
5078,False,False,False,True,False,False
5079,False,False,False,True,False,False
5080,False,False,False,True,False,False
5081,False,False,False,True,False,False
5082,False,False,False,True,False,False
5083,False,False,False,True,False,False
5084,False,False,False,True,False,False
5085,False,False,False,True,False,False
5086,False,False,False,True,False,False
5087,False,False,False,True,False,False
5088,False,False,False,True,False,False
5089,False,False,False,True,False,False
5090,False,False,False,False,True,False
5091,False,False,False,False,True,False
5092,False,False,False,False,True,False
5093,False,False,False,False,True,False
5094,False,False,False,False,True,False
5095,False,False,False,False,True,False
5096,False,False,False,False,True,False
5097,False,False,False,False,True,False
5098,False,False,False,False,True,False
5099,False,False,False,False,True,False
5100,False,False,False,False,True,False
5101,False,False,False,False,True,False
5102,False,False,False,False,True,False
5103,False,False,False,False,True,False
5104,False,False,False,False,True,False
5105,False,False,False,False,True,False
5106,False,False,False,False,True,False
5107,False,False,False,False,True,False
5108,False,False,False,False,True,False
5109,False,False,False,False,True,False
5110,False,False,False,False,True,False
5111,False,False,False,False,True,False
5112,False,False,False,False,True,False
5113,False,False,False,False,True,False
5114,False,False,False,False,False,True
5115,False,False,False,False,False,True
5116,False,False,False,False,False,True
5117,False,False,False,False,False,True
5118,False,False,False,False,False,True
5119,False,False,False,False,False,True
5120,False,False,False,False,False,True
5121,False,False,False,False,False,True
5122,False,False,False,False,False,True
5123,False,False,False,False,False,True
5124,False,False,False,False,False,True
5125,False,False,False,False,False,True
5126,False,False,False,False,False,True
5127,False,False,False,False,False,True
5128,False,False,False,False,False,True
5129,False,False,False,False,False,True
5130,False,False,False,False,False,True
5131,False,False,False,False,False,True
5132,False,False,False,False,False,True
5133,False,False,False,False,False,True
5134,False,False,False,False,False,True
5135,False,False,False,False,False,True
5136,False,False,False,False,False,True
5137,False,False,False,False,False,True
5138,False,False,False,False,False,False
5139,False,False,False,False,False,False
5140,False,False,False,False,False,False
5141,False,False,False,False,False,False
5142,False,False,False,False,False,False
5143,False,False,False,False,False,False
5144,False,False,False,False,False,False
5145,False,False,False,False,False,False
5146,False,False,False,False,False,False
5147,False,False,False,False,False,False
5148,False,False,False,False,False,False
5149,False,False,False,False,False,False
5150,False,False,False,False,False,False
5151,False,False,False,False,False,False
5152,False,False,False,False,False,False
5153,False,False,False,False,False,False
5154,False,False,False,False,False,False
5155,False,False,False,False,False,False
5156,False,False,False,False,False,False
5157,False,False,False,False,False,False
5158,False,False,False,False,False,False
5159,False,False,False,False,False,False
5160,False,False,False,False,False,False
5161,False,False,False,False,False,False
5162,True,False,False,False,False,False
5163,True,False,False,False,False,False
5164,True,False,False,False,False,False
5165,True,False,False,False,False,False
5166,True,False,False,False,False,False
5167,True,False,False,False,False,False
5168,True,False,False,False,False,False
5169,True,False,False,False,False,False
5170,True,False,False,False,False,False
5171,True,False,False,False,False,False
5172,True,False,False,False,False,False
5173,True,False,False,False,False,False
5174,True,False,False,False,False,False
5175,True,False,False,False,False,False
5176,True,False,False,False,False,False
5177,True,False,False,False,False,False
5178,True,False,False,False,False,False
5179,True,False,False,False,False,False
5180,True,False,False,False,False,False
5181,True,False,False,False,False,False
5182,True,False,False,False,False,False
5183,True,False,False,False,False,False
5184,True,False,False,False,False,False
5185,True,False,False,False,False,False
5186,False,True,False,False,False,False
5187,False,True,False,False,False,False
5188,False,True,False,False,False,False
5189,False,True,False,False,False,False
5190,False,True,False,False,False,False
5191,False,True,False,False,False,False
5192,False,True,False,False,False,False
5193,False,True,False,False,False,False
5194,False,True,False,False,False,False
5195,False,True,False,False,False,False
5196,False,True,False,False,False,False
5197,False,True,False,False,False,False
5198,False,True,False,False,False,False
5199,False,True,False,False,False,False
5200,False,True,False,False,False,False
5201,False,True,False,False,False,False
5202,False,True,False,False,False,False
5203,False,True,False,False,False,False
5204,False,True,False,False,False,False
5205,False,True,False,False,False,False
5206,False,True,False,False,False,False
5207,False,True,False,False,False,False
5208,False,True,False,False,False,False
5209,False,True,False,False,False,False
5210,False,False,True,False,False,False
5211,False,False,True,False,False,False
5212,False,False,True,False,False,False
5213,False,False,True,False,False,False
5214,False,False,True,False,False,False
5215,False,False,True,False,False,False
5216,False,False,True,False,False,False
5217,False,False,True,False,False,False
5218,False,False,True,False,False,False
5219,False,False,True,False,False,False
5220,False,False,True,False,False,False
5221,False,False,True,False,False,False
5222,False,False,True,False,False,False
5223,False,False,True,False,False,False
5224,False,False,True,False,False,False
5225,False,False,True,False,False,False
5226,False,False,True,False,False,False
5227,False,False,True,False,False,False
5228,False,False,True,False,False,False
5229,False,False,True,False,False,False
5230,False,False,True,False,False,False
5231,False,False,True,False,False,False
5232,False,False,True,False,False,False
5233,False,False,True,False,False,False
5234,False,False,False,True,False,False
5235,False,False,False,True,False,False
5236,False,False,False,True,False,False
5237,False,False,False,True,False,False
5238,False,False,False,True,False,False
5239,False,False,False,True,False,False
5240,False,False,False,True,False,False
5241,False,False,False,True,False,False
5242,False,False,False,True,False,False
5243,False,False,False,True,False,False
5244,False,False,False,True,False,False
5245,False,False,False,True,False,False
5246,False,False,False,True,False,False
5247,False,False,False,True,False,False
5248,False,False,False,True,False,False
5249,False,False,False,True,False,False
5250,False,False,False,True,False,False
5251,False,False,False,True,False,False
5252,False,False,False,True,False,False
5253,False,False,False,True,False,False
5254,False,False,False,True,False,False
5255,False,False,False,True,False,False
5256,False,False,False,True,False,False
5257,False,False,False,True,False,False
5258,False,False,False,False,True,False
5259,False,False,False,False,True,False
5260,False,False,False,False,True,False
5261,False,False,False,False,True,False
5262,False,False,False,False,True,False
5263,False,False,False,False,True,False
5264,False,False,False,False,True,False
5265,False,False,False,False,True,False
5266,False,False,False,False,True,False
5267,False,False,False,False,True,False
5268,False,False,False,False,True,False
5269,False,False,False,False,True,False
5270,False,False,False,False,True,False
5271,False,False,False,False,True,False
5272,False,False,False,False,True,False
5273,False,False,False,False,True,False
5274,False,False,False,False,True,False
5275,False,False,False,False,True,False
5276,False,False,False,False,True,False
5277,False,False,False,False,True,False
5278,False,False,False,False,True,False
5279,False,False,False,False,True,False
5280,False,False,False,False,True,False
5281,False,False,False,False,True,False
5282,False,False,False,False,False,True
5283,False,False,False,False,False,True
5284,False,False,False,False,False,True
5285,False,False,False,False,False,True
5286,False,False,False,False,False,True
5287,False,False,False,False,False,True
5288,False,False,False,False,False,True
5289,False,False,False,False,False,True
5290,False,False,False,False,False,True
5291,False,False,False,False,False,True
5292,False,False,False,False,False,True
5293,False,False,False,False,False,True
5294,False,False,False,False,False,True
5295,False,False,False,False,False,True
5296,False,False,False,False,False,True
5297,False,False,False,False,False,True
5298,False,False,False,False,False,True
5299,False,False,False,False,False,True
5300,False,False,False,False,False,True
5301,False,False,False,False,False,True
5302,False,False,False,False,False,True
5303,False,False,False,False,False,True
5304,False,False,False,False,False,True
5305,False,False,False,False,False,True
5306,False,False,False,False,False,False
5307,False,False,False,False,False,False
5308,False,False,False,False,False,False
5309,False,False,False,False,False,False
5310,False,False,False,False,False,False
5311,False,False,False,False,False,False
5312,False,False,False,False,False,False
5313,False,False,False,False,False,False
5314,False,False,False,False,False,False
5315,False,False,False,False,False,False
5316,False,False,False,False,False,False
5317,False,False,False,False,False,False
5318,False,False,False,False,False,False
5319,False,False,False,False,False,False
5320,False,False,False,False,False,False
5321,False,False,False,False,False,False
5322,False,False,False,False,False,False
5323,False,False,False,False,False,False
5324,False,False,False,False,False,False
5325,False,False,False,False,False,False
5326,False,False,False,False,False,False
5327,False,False,False,False,False,False
5328,False,False,False,False,False,False
5329,False,False,False,False,False,False
5330,True,False,False,False,False,False
5331,True,False,False,False,False,False
5332,True,False,False,False,False,False
5333,True,False,False,False,False,False
5334,True,False,False,False,False,False
5335,True,False,False,False,False,False
5336,True,False,False,False,False,False
5337,True,False,False,False,False,False
5338,True,False,False,False,False,False
5339,True,False,False,False,False,False
5340,True,False,False,False,False,False
5341,True,False,False,False,False,False
5342,True,False,False,False,False,False
5343,True,False,False,False,False,False
5344,True,False,False,False,False,False
5345,True,False,False,False,False,False
5346,True,False,False,False,False,False
5347,True,False,False,False,False,False
5348,True,False,False,False,False,False
5349,True,False,False,False,False,False
5350,True,False,False,False,False,False
5351,True,False,False,False,False,False
5352,True,False,False,False,False,False
5353,True,False,False,False,False,False
5354,False,True,False,False,False,False
5355,False,True,False,False,False,False
5356,False,True,False,False,False,False
5357,False,True,False,False,False,False
5358,False,True,False,False,False,False
5359,False,True,False,False,False,False
5360,False,True,False,False,False,False
5361,False,True,False,False,False,False
5362,False,True,False,False,False,False
5363,False,True,False,False,False,False
5364,False,True,False,False,False,False
5365,False,True,False,False,False,False
5366,False,True,False,False,False,False
5367,False,True,False,False,False,False
5368,False,True,False,False,False,False
5369,False,True,False,False,False,False
5370,False,True,False,False,False,False
5371,False,True,False,False,False,False
5372,False,True,False,False,False,False
5373,False,True,False,False,False,False
5374,False,True,False,False,False,False
5375,False,True,False,False,False,False
5376,False,True,False,False,False,False
5377,False,True,False,False,False,False
5378,False,False,True,False,False,False
5379,False,False,True,False,False,False
5380,False,False,True,False,False,False
5381,False,False,True,False,False,False
5382,False,False,True,False,False,False
5383,False,False,True,False,False,False
5384,False,False,True,False,False,False
5385,False,False,True,False,False,False
5386,False,False,True,False,False,False
5387,False,False,True,False,False,False
5388,False,False,True,False,False,False
5389,False,False,True,False,False,False
5390,False,False,True,False,False,False
5391,False,False,True,False,False,False
5392,False,False,True,False,False,False
5393,False,False,True,False,False,False
5394,False,False,True,False,False,False
5395,False,False,True,False,False,False
5396,False,False,True,False,False,False
5397,False,False,True,False,False,False
5398,False,False,True,False,False,False
5399,False,False,True,False,False,False
5400,False,False,True,False,False,False
5401,False,False,True,False,False,False
5402,False,False,False,True,False,False
5403,False,False,False,True,False,False
5404,False,False,False,True,False,False
5405,False,False,False,True,False,False
5406,False,False,False,True,False,False
5407,False,False,False,True,False,False
5408,False,False,False,True,False,False
5409,False,False,False,True,False,False
5410,False,False,False,True,False,False
5411,False,False,False,True,False,False
5412,False,False,False,True,False,False
5413,False,False,False,True,False,False
5414,False,False,False,True,False,False
5415,False,False,False,True,False,False
5416,False,False,False,True,False,False
5417,False,False,False,True,False,False
5418,False,False,False,True,False,False
5419,False,False,False,True,False,False
5420,False,False,False,True,False,False
5421,False,False,False,True,False,False
5422,False,False,False,True,False,False
5423,False,False,False,True,False,False
5424,False,False,False,True,False,False
5425,False,False,False,True,False,False
5426,False,False,False,False,True,False
5427,False,False,False,False,True,False
5428,False,False,False,False,True,False
5429,False,False,False,False,True,False
5430,False,False,False,False,True,False
5431,False,False,False,False,True,False
5432,False,False,False,False,True,False
5433,False,False,False,False,True,False
5434,False,False,False,False,True,False
5435,False,False,False,False,True,False
5436,False,False,False,False,True,False
5437,False,False,False,False,True,False
5438,False,False,False,False,True,False
5439,False,False,False,False,True,False
5440,False,False,False,False,True,False
5441,False,False,False,False,True,False
5442,False,False,False,False,True,False
5443,False,False,False,False,True,False
5444,False,False,False,False,True,False
5445,False,False,False,False,True,False
5446,False,False,False,False,True,False
5447,False,False,False,False,True,False
5448,False,False,False,False,True,False
5449,False,False,False,False,True,False
5450,False,False,False,False,False,True
5451,False,False,False,False,False,True
5452,False,False,False,False,False,True
5453,False,False,False,False,False,True
5454,False,False,False,False,False,True
5455,False,False,False,False,False,True
5456,False,False,False,False,False,True
5457,False,False,False,False,False,True
5458,False,False,False,False,False,True
5459,False,False,False,False,False,True
5460,False,False,False,False,False,True
5461,False,False,False,False,False,True
5462,False,False,False,False,False,True
5463,False,False,False,False,False,True
5464,False,False,False,False,False,True
5465,False,False,False,False,False,True
5466,False,False,False,False,False,True
5467,False,False,False,False,False,True
5468,False,False,False,False,False,True
5469,False,False,False,False,False,True
5470,False,False,False,False,False,True
5471,False,False,False,False,False,True
5472,False,False,False,False,False,True
5473,False,False,False,False,False,True
5474,False,False,False,False,False,False
5475,False,False,False,False,False,False
5476,False,False,False,False,False,False
5477,False,False,False,False,False,False
5478,False,False,False,False,False,False
5479,False,False,False,False,False,False
5480,False,False,False,False,False,False
5481,False,False,False,False,False,False
5482,False,False,False,False,False,False
5483,False,False,False,False,False,False
5484,False,False,False,False,False,False
5485,False,False,False,False,False,False
5486,False,False,False,False,False,False
5487,False,False,False,False,False,False
5488,False,False,False,False,False,False
5489,False,False,False,False,False,False
5490,False,False,False,False,False,False
5491,False,False,False,False,False,False
5492,False,False,False,False,False,False
5493,False,False,False,False,False,False
5494,False,False,False,False,False,False
5495,False,False,False,False,False,False
5496,False,False,False,False,False,False
5497,False,False,False,False,False,False
5498,True,False,False,False,False,False
5499,True,False,False,False,False,False
5500,True,False,False,False,False,False
5501,True,False,False,False,False,False
5502,True,False,False,False,False,False
5503,True,False,False,False,False,False
5504,True,False,False,False,False,False
5505,True,False,False,False,False,False
5506,True,False,False,False,False,False
5507,True,False,False,False,False,False
5508,True,False,False,False,False,False
5509,True,False,False,False,False,False
5510,True,False,False,False,False,False
5511,True,False,False,False,False,False
5512,True,False,False,False,False,False
5513,True,False,False,False,False,False
5514,True,False,False,False,False,False
5515,True,False,False,False,False,False
5516,True,False,False,False,False,False
5517,True,False,False,False,False,False
5518,True,False,False,False,False,False
5519,True,False,False,False,False,False
5520,True,False,False,False,False,False
5521,True,False,False,False,False,False
5522,False,True,False,False,False,False
5523,False,True,False,False,False,False
5524,False,True,False,False,False,False
5525,False,True,False,False,False,False
5526,False,True,False,False,False,False
5527,False,True,False,False,False,False
5528,False,True,False,False,False,False
5529,False,True,False,False,False,False
5530,False,True,False,False,False,False
5531,False,True,False,False,False,False
5532,False,True,False,False,False,False
5533,False,True,False,False,False,False
5534,False,True,False,False,False,False
5535,False,True,False,False,False,False
5536,False,True,False,False,False,False
5537,False,True,False,False,False,False
5538,False,True,False,False,False,False
5539,False,True,False,False,False,False
5540,False,True,False,False,False,False
5541,False,True,False,False,False,False
5542,False,True,False,False,False,False
5543,False,True,False,False,False,False
5544,False,True,False,False,False,False
5545,False,True,False,False,False,False
5546,False,False,True,False,False,False
5547,False,False,True,False,False,False
5548,False,False,True,False,False,False
5549,False,False,True,False,False,False
5550,False,False,True,False,False,False
5551,False,False,True,False,False,False
5552,False,False,True,False,False,False
5553,False,False,True,False,False,False
5554,False,False,True,False,False,False
5555,False,False,True,False,False,False
5556,False,False,True,False,False,False
5557,False,False,True,False,False,False
5558,False,False,True,False,False,False
5559,False,False,True,False,False,False
5560,False,False,True,False,False,False
5561,False,False,True,False,False,False
5562,False,False,True,False,False,False
5563,False,False,True,False,False,False
5564,False,False,True,False,False,False
5565,False,False,True,False,False,False
5566,False,False,True,False,False,False
5567,False,False,True,False,False,False
5568,False,False,True,False,False,False
5569,False,False,True,False,False,False
5570,False,False,False,True,False,False
5571,False,False,False,True,False,False
5572,False,False,False,True,False,False
5573,False,False,False,True,False,False
5574,False,False,False,True,False,False
5575,False,False,False,True,False,False
5576,False,False,False,True,False,False
5577,False,False,False,True,False,False
5578,False,False,False,True,False,False
5579,False,False,False,True,False,False
5580,False,False,False,True,False,False
5581,False,False,False,True,False,False
5582,False,False,False,True,False,False
5583,False,False,False,True,False,False
5584,False,False,False,True,False,False
5585,False,False,False,True,False,False
5586,False,False,False,True,False,False
5587,False,False,False,True,False,False
5588,False,False,False,True,False,False
5589,False,False,False,True,False,False
5590,False,False,False,True,False,False
5591,False,False,False,True,False,False
5592,False,False,False,True,False,False
5593,False,False,False,True,False,False
5594,False,False,False,False,True,False
5595,False,False,False,False,True,False
5596,False,False,False,False,True,False
5597,False,False,False,False,True,False
5598,False,False,False,False,True,False
5599,False,False,False,False,True,False
5600,False,False,False,False,True,False
5601,False,False,False,False,True,False
5602,False,False,False,False,True,False
5603,False,False,False,False,True,False
5604,False,False,False,False,True,False
5605,False,False,False,False,True,False
5606,False,False,False,False,True,False
5607,False,False,False,False,True,False
5608,False,False,False,False,True,False
5609,False,False,False,False,True,False
5610,False,False,False,False,True,False
5611,False,False,False,False,True,False
5612,False,False,False,False,True,False
5613,False,False,False,False,True,False
5614,False,False,False,False,True,False
5615,False,False,False,False,True,False
5616,False,False,False,False,True,False
5617,False,False,False,False,True,False
5618,False,False,False,False,False,True
5619,False,False,False,False,False,True
5620,False,False,False,False,False,True
5621,False,False,False,False,False,True
5622,False,False,False,False,False,True
5623,False,False,False,False,False,True
5624,False,False,False,False,False,True
5625,False,False,False,False,False,True
5626,False,False,False,False,False,True
5627,False,False,False,False,False,True
5628,False,False,False,False,False,True
5629,False,False,False,False,False,True
5630,False,False,False,False,False,True
5631,False,False,False,False,False,True
5632,False,False,False,False,False,True
5633,False,False,False,False,False,True
5634,False,False,False,False,False,True
5635,False,False,False,False,False,True
5636,False,False,False,False,False,False
5637,False,False,False,False,False,False
5638,False,False,False,False,False,False
5639,False,False,False,False,False,False
5640,False,False,False,False,False,False
5641,False,False,False,False,False,False
5642,False,False,False,False,False,False
5643,False,False,False,False,False,False
5644,False,False,False,False,False,False
5645,False,False,False,False,False,False
5646,False,False,False,False,False,False
5647,False,False,False,False,False,False
5648,False,False,False,False,False,False
5649,False,False,False,False,False,False
5650,False,False,False,False,False,False
5651,False,False,False,False,False,False
5652,False,False,False,False,False,False
5653,True,False,False,False,False,False
5654,True,False,False,False,False,False
5655,True,False,False,False,False,False
5656,True,False,False,False,False,False
5657,True,False,False,False,False,False
5658,True,False,False,False,False,False
5659,True,False,False,False,False,False
5660,True,False,False,False,False,False
5661,True,False,False,False,False,False
5662,True,False,False,False,False,False
5663,True,False,False,False,False,False
5664,True,False,False,False,False,False
5665,True,False,False,False,False,False
5666,True,False,False,False,False,False
5667,True,False,False,False,False,False
5668,True,False,False,False,False,False
5669,True,False,False,False,False,False
5670,True,False,False,False,False,False
5671,True,False,False,False,False,False
5672,True,False,False,False,False,False
5673,True,False,False,False,False,False
5674,True,False,False,False,False,False
5675,True,False,False,False,False,False
5676,True,False,False,False,False,False
5677,False,True,False,False,False,False
5678,False,True,False,False,False,False
5679,False,True,False,False,False,False
5680,False,True,False,False,False,False
5681,False,True,False,False,False,False
5682,False,True,False,False,False,False
5683,False,True,False,False,False,False
5684,False,True,False,False,False,False
5685,False,True,False,False,False,False
5686,False,True,False,False,False,False
5687,False,True,False,False,False,False
5688,False,True,False,False,False,False
5689,False,True,False,False,False,False
5690,False,True,False,False,False,False
5691,False,True,False,False,False,False
5692,False,True,False,False,False,False
5693,False,True,False,False,False,False
5694,False,True,False,False,False,False
5695,False,True,False,False,False,False
5696,False,True,False,False,False,False
5697,False,True,False,False,False,False
5698,False,True,False,False,False,False
5699,False,True,False,False,False,False
5700,False,True,False,False,False,False
5701,False,False,True,False,False,False
5702,False,False,True,False,False,False
5703,False,False,True,False,False,False
5704,False,False,True,False,False,False
5705,False,False,True,False,False,False
5706,False,False,True,False,False,False
5707,False,False,True,False,False,False
5708,False,False,True,False,False,False
5709,False,False,True,False,False,False
5710,False,False,True,False,False,False
5711,False,False,True,False,False,False
5712,False,False,True,False,False,False
5713,False,False,True,False,False,False
5714,False,False,True,False,False,False
5715,False,False,True,False,False,False
5716,False,False,True,False,False,False
5717,False,False,True,False,False,False
5718,False,False,True,False,False,False
5719,False,False,True,False,False,False
5720,False,False,True,False,False,False
5721,False,False,True,False,False,False
5722,False,False,True,False,False,False
5723,False,False,True,False,False,False
5724,False,False,True,False,False,False
5725,False,False,False,True,False,False
5726,False,False,False,True,False,False
5727,False,False,False,True,False,False
5728,False,False,False,True,False,False
5729,False,False,False,True,False,False
5730,False,False,False,True,False,False
5731,False,False,False,True,False,False
5732,False,False,False,True,False,False
5733,False,False,False,True,False,False
5734,False,False,False,True,False,False
5735,False,False,False,True,False,False
5736,False,False,False,True,False,False
5737,False,False,False,True,False,False
5738,False,False,False,True,False,False
5739,False,False,False,True,False,False
5740,False,False,False,True,False,False
5741,False,False,False,True,False,False
5742,False,False,False,True,False,False
5743,False,False,False,True,False,False
5744,False,False,False,True,False,False
5745,False,False,False,True,False,False
5746,False,False,False,True,False,False
5747,False,False,False,True,False,False
5748,False,False,False,True,False,False
5749,False,False,False,False,True,False
5750,False,False,False,False,True,False
5751,False,False,False,False,True,False
5752,False,False,False,False,True,False
5753,False,False,False,False,True,False
5754,False,False,False,False,True,False
5755,False,False,False,False,True,False
5756,False,False,False,False,True,False
5757,False,False,False,False,True,False
5758,False,False,False,False,True,False
5759,False,False,False,False,True,False
5760,False,False,False,False,True,False
5761,False,False,False,False,True,False
5762,False,False,False,False,True,False
5763,False,False,False,False,True,False
5764,False,False,False,False,True,False
5765,False,False,False,False,True,False
5766,False,False,False,False,True,False
5767,False,False,False,False,True,False
5768,False,False,False,False,True,False
5769,False,False,False,False,True,False
5770,False,False,False,False,True,False
5771,False,False,False,False,True,False
5772,False,False,False,False,True,False
5773,False,False,False,False,False,True
5774,False,False,False,False,False,True
5775,False,False,False,False,False,True
5776,False,False,False,False,False,True
5777,False,False,False,False,False,True
5778,False,False,False,False,False,True
5779,False,False,False,False,False,True
5780,False,False,False,False,False,True
5781,False,False,False,False,False,True
5782,False,False,False,False,False,True
5783,False,False,False,False,False,True
5784,False,False,False,False,False,True
5785,False,False,False,False,False,True
5786,False,False,False,False,False,True
5787,False,False,False,False,False,True
5788,False,False,False,False,False,True
5789,False,False,False,False,False,True
5790,False,False,False,False,False,True
5791,False,False,False,False,False,True
5792,False,False,False,False,False,True
5793,False,False,False,False,False,True
5794,False,False,False,False,False,True
5795,False,False,False,False,False,True
5796,False,False,False,False,False,True
5797,False,False,False,False,False,False
5798,False,False,False,False,False,False
5799,False,False,False,False,False,False
5800,False,False,False,False,False,False
5801,False,False,False,False,False,False
5802,False,False,False,False,False,False
5803,False,False,False,False,False,False
5804,False,False,False,False,False,False
5805,False,False,False,False,False,False
5806,False,False,False,False,False,False
5807,False,False,False,False,False,False
5808,False,False,False,False,False,False
5809,False,False,False,False,False,False
5810,False,False,False,False,False,False
5811,False,False,False,False,False,False
5812,False,False,False,False,False,False
5813,False,False,False,False,False,False
5814,False,False,False,False,False,False
5815,False,False,False,False,False,False
5816,False,False,False,False,False,False
5817,False,False,False,False,False,False
5818,False,False,False,False,False,False
5819,False,False,False,False,False,False
5820,False,False,False,False,False,False
5821,True,False,False,False,False,False
5822,True,False,False,False,False,False
5823,True,False,False,False,False,False
5824,True,False,False,False,False,False
5825,True,False,False,False,False,False
5826,True,False,False,False,False,False
5827,True,False,False,False,False,False
5828,True,False,False,False,False,False
5829,True,False,False,False,False,False
5830,True,False,False,False,False,False
5831,True,False,False,False,False,False
5832,True,False,False,False,False,False
5833,True,False,False,False,False,False
5834,True,False,False,False,False,False
5835,True,False,False,False,False,False
5836,True,False,False,False,False,False
5837,True,False,False,False,False,False
5838,True,False,False,False,False,False
5839,True,False,False,False,False,False
5840,True,False,False,False,False,False
5841,True,False,False,False,False,False
5842,True,False,False,False,False,False
5843,True,False,False,False,False,False
5844,True,False,False,False,False,False
5845,False,True,False,False,False,False
5846,False,True,False,False,False,False
5847,False,True,False,False,False,False
5848,False,True,False,False,False,False
5849,False,True,False,False,False,False
5850,False,True,False,False,False,False
5851,False,True,False,False,False,False
5852,False,True,False,False,False,False
5853,False,True,False,False,False,False
5854,False,True,False,False,False,False
5855,False,True,False,False,False,False
5856,False,True,False,False,False,False
5857,False,True,False,False,False,False
5858,False,True,False,False,False,False
5859,False,True,False,False,False,False
5860,False,True,False,False,False,False
5861,False,True,False,False,False,False
5862,False,True,False,False,False,False
5863,False,True,False,False,False,False
5864,False,True,False,False,False,False
5865,False,True,False,False,False,False
5866,False,True,False,False,False,False
5867,False,True,False,False,False,False
5868,False,False,True,False,False,False
5869,False,False,True,False,False,False
5870,False,False,True,False,False,False
5871,False,False,True,False,False,False
5872,False,False,True,False,False,False
5873,False,False,True,False,False,False
5874,False,False,True,False,False,False
5875,False,False,True,False,False,False
5876,False,False,True,False,False,False
5877,False,False,True,False,False,False
5878,False,False,True,False,False,False
5879,False,False,True,False,False,False
5880,False,False,True,False,False,False
5881,False,False,True,False,False,False
5882,False,False,True,False,False,False
5883,False,False,True,False,False,False
5884,False,False,True,False,False,False
5885,False,False,True,False,False,False
5886,False,False,True,False,False,False
5887,False,False,True,False,False,False
5888,False,False,True,False,False,False
5889,False,False,True,False,False,False
5890,False,False,True,False,False,False
5891,False,False,True,False,False,False
5892,False,False,False,True,False,False
5893,False,False,False,True,False,False
5894,False,False,False,True,False,False
5895,False,False,False,True,False,False
5896,False,False,False,True,False,False
5897,False,False,False,True,False,False
5898,False,False,False,True,False,False
5899,False,False,False,True,False,False
5900,False,False,False,True,False,False
5901,False,False,False,True,False,False
5902,False,False,False,True,False,False
5903,False,False,False,True,False,False
5904,False,False,False,True,False,False
5905,False,False,False,True,False,False
5906,False,False,False,True,False,False
5907,False,False,False,True,False,False
5908,False,False,False,True,False,False
5909,False,False,False,True,False,False
5910,False,False,False,True,False,False
5911,False,False,False,True,False,False
5912,False,False,False,True,False,False
5913,False,False,False,True,False,False
5914,False,False,False,True,False,False
5915,False,False,False,False,True,False
5916,False,False,False,False,True,False
5917,False,False,False,False,True,False
5918,False,False,False,False,True,False
5919,False,False,False,False,True,False
5920,False,False,False,False,True,False
5921,False,False,False,False,True,False
5922,False,False,False,False,True,False
5923,False,False,False,False,True,False
5924,False,False,False,False,True,False
5925,False,False,False,False,True,False
5926,False,False,False,False,True,False
5927,False,False,False,False,True,False
5928,False,False,False,False,True,False
5929,False,False,False,False,True,False
5930,False,False,False,False,True,False
5931,False,False,False,False,True,False
5932,False,False,False,False,True,False
5933,False,False,False,False,True,False
5934,False,False,False,False,True,False
5935,False,False,False,False,True,False
5936,False,False,False,False,True,False
5937,False,False,False,False,True,False
5938,False,False,False,False,True,False
5939,False,False,False,False,False,True
5940,False,False,False,False,False,True
5941,False,False,False,False,False,True
5942,False,False,False,False,False,True
5943,False,False,False,False,False,True
5944,False,False,False,False,False,True
5945,False,False,False,False,False,True
5946,False,False,False,False,False,True
5947,False,False,False,False,False,True
5948,False,False,False,False,False,True
5949,False,False,False,False,False,True
5950,False,False,False,False,False,True
5951,False,False,False,False,False,True
5952,False,False,False,False,False,True
5953,False,False,False,False,False,True
5954,False,False,False,False,False,True
5955,False,False,False,False,False,True
5956,False,False,False,False,False,True
5957,False,False,False,False,False,True
5958,False,False,False,False,False,True
5959,False,False,False,False,False,True
5960,False,False,False,False,False,True
5961,False,False,False,False,False,True
5962,False,False,False,False,False,True
5963,False,False,False,False,False,False
5964,False,False,False,False,False,False
5965,False,False,False,False,False,False
5966,False,False,False,False,False,False
5967,False,False,False,False,False,False
5968,False,False,False,False,False,False
5969,False,False,False,False,False,False
5970,False,False,False,False,False,False
5971,False,False,False,False,False,False
5972,False,False,False,False,False,False
5973,False,False,False,False,False,False
5974,False,False,False,False,False,False
5975,False,False,False,False,False,False
5976,False,False,False,False,False,False
5977,False,False,False,False,False,False
5978,False,False,False,False,False,False
5979,False,False,False,False,False,False
5980,False,False,False,False,False,False
5981,False,False,False,False,False,False
5982,False,False,False,False,False,False
5983,False,False,False,False,False,False
5984,False,False,False,False,False,False
5985,False,False,False,False,False,False
5986,False,False,False,False,False,False
5987,True,False,False,False,False,False
5988,True,False,False,False,False,False
5989,True,False,False,False,False,False
5990,True,False,False,False,False,False
5991,True,False,False,False,False,False
5992,True,False,False,False,False,False
5993,True,False,False,False,False,False
5994,True,False,False,False,False,False
