instant,workingday_0,workingday_1
3616,True,False
3617,True,False
3618,True,False
3619,True,False
3620,True,False
3621,True,False
3622,True,False
3623,True,False
3624,True,False
3625,True,False
3626,True,False
3627,True,False
3628,True,False
3629,True,False
3630,True,False
3631,True,False
3632,True,False
3633,True,False
3634,True,False
3635,True,False
3636,True,False
3637,True,False
3638,True,False
3639,True,False
3640,True,False
3641,True,False
3642,True,False
3643,True,False
3644,True,False
3645,True,False
3646,True,False
3647,True,False
3648,True,False
3649,True,False
3650,True,False
3651,False,True
3652,False,True
3653,False,True
3654,False,True
3655,False,True
3656,False,True
3657,False,True
3658,False,True
3659,False,True
3660,False,True
3661,False,True
3662,False,True
3663,False,True
3664,False,True
3665,False,True
3666,False,True
3667,False,True
3668,False,True
3669,False,True
3670,False,True
3671,False,True
3672,False,True
3673,False,True
3674,False,True
3675,False,True
3676,False,True
3677,False,True
3678,False,True
3679,False,True
3680,False,True
3681,False,True
3682,False,True
3683,False,True
3684,False,True
3685,False,True
3686,False,True
3687,False,True
3688,False,True
3689,False,True
3690,False,True
3691,False,True
3692,False,True
3693,False,True
3694,False,True
3695,False,True
3696,False,True
3697,False,True
3698,False,True
3699,False,True
3700,False,True
3701,False,True
3702,False,True
3703,False,True
3704,False,True
3705,False,True
3706,False,True
3707,False,True
3708,False,True
3709,False,True
3710,False,True
3711,False,True
3712,False,True
3713,False,True
3714,False,True
3715,False,True
3716,False,True
3717,False,True
3718,False,True
3719,False,True
3720,False,True
3721,False,True
3722,False,True
3723,False,True
3724,False,True
3725,False,True
3726,False,True
3727,False,True
3728,False,True
3729,False,True
3730,False,True
3731,False,True
3732,False,True
3733,False,True
3734,False,True
3735,False,True
3736,False,True
3737,False,True
3738,False,True
3739,False,True
3740,False,True
3741,False,True
3742,False,True
3743,False,True
3744,False,True
3745,False,True
3746,False,True
3747,False,True
3748,False,True
3749,False,True
3750,False,True
3751,False,True
3752,False,True
3753,False,True
3754,False,True
3755,False,True
3756,False,True
3757,False,True
3758,False,True
3759,False,True
3760,False,True
3761,False,True
3762,False,True
3763,False,True
3764,False,True
3765,False,True
3766,False,True
3767,False,True
3768,False,True
3769,False,True
3770,False,True
3771,True,False
3772,True,False
3773,True,False
3774,True,False
3775,True,False
3776,True,False
3777,True,False
3778,True,False
3779,True,False
3780,True,False
3781,True,False
3782,True,False
3783,True,False
3784,True,False
3785,True,False
3786,True,False
3787,True,False
3788,True,False
3789,True,False
3790,True,False
3791,True,False
3792,True,False
3793,True,False
3794,True,False
3795,True,False
3796,True,False
3797,True,False
3798,True,False
3799,True,False
3800,True,False
3801,True,False
3802,True,False
3803,True,False
3804,True,False
3805,True,False
3806,True,False
3807,True,False
3808,True,False
3809,True,False
3810,True,False
3811,True,False
3812,True,False
3813,True,False
3814,True,False
3815,True,False
3816,True,False
3817,True,False
3818,True,False
3819,False,True
3820,False,True
3821,False,True
3822,False,True
3823,False,True
3824,False,True
3825,False,True
3826,False,True
3827,False,True
3828,False,True
3829,False,True
3830,False,True
3831,False,True
3832,False,True
3833,False,True
3834,False,True
3835,False,True
3836,False,True
3837,False,True
3838,False,True
3839,False,True
3840,False,True
3841,False,True
3842,False,True
3843,False,True
3844,False,True
3845,False,True
3846,False,True
3847,False,True
3848,False,True
3849,False,True
3850,False,True
3851,False,True
3852,False,True
3853,False,True
3854,False,True
3855,False,True
3856,False,True
3857,False,True
3858,False,True
3859,False,True
3860,False,True
3861,False,True
3862,False,True
3863,False,True
3864,False,True
3865,False,True
3866,False,True
3867,False,True
3868,False,True
3869,False,True
3870,False,True
3871,False,True
3872,False,True
3873,False,True
3874,False,True
3875,False,True
3876,False,True
3877,False,True
3878,False,True
3879,False,True
3880,False,True
3881,False,True
3882,False,True
3883,False,True
3884,False,True
3885,False,True
3886,False,True
3887,False,True
3888,False,True
3889,False,True
3890,False,True
3891,False,True
3892,False,True
3893,False,True
3894,False,True
3895,False,True
3896,False,True
3897,False,True
3898,False,True
3899,False,True
3900,False,True
3901,False,True
3902,False,True
3903,False,True
3904,False,True
3905,False,True
3906,False,True
3907,False,True
3908,False,True
3909,False,True
3910,False,True
3911,False,True
3912,False,True
3913,False,True
3914,False,True
3915,False,True
3916,False,True
3917,False,True
3918,False,True
3919,False,True
3920,False,True
3921,False,True
3922,False,True
3923,False,True
3924,False,True
3925,False,True
3926,False,True
3927,False,True
3928,False,True
3929,False,True
3930,False,True
3931,False,True
3932,False,True
3933,False,True
3934,False,True
3935,False,True
3936,False,True
3937,False,True
3938,False,True
3939,True,False
3940,True,False
3941,True,False
3942,True,False
3943,True,False
3944,True,False
3945,True,False
3946,True,False
3947,True,False
3948,True,False
3949,True,False
3950,True,False
3951,True,False
3952,True,False
3953,True,False
3954,True,False
3955,True,False
3956,True,False
3957,True,False
3958,True,False
3959,True,False
3960,True,False
3961,True,False
3962,True,False
3963,True,False
3964,True,False
3965,True,False
3966,True,False
3967,True,False
3968,True,False
3969,True,False
3970,True,False
3971,True,False
3972,True,False
3973,True,False
3974,True,False
3975,True,False
3976,True,False
3977,True,False
3978,True,False
3979,True,False
3980,True,False
3981,True,False
3982,True,False
3983,True,False
3984,True,False
3985,True,False
3986,True,False
3987,False,True
3988,False,True
3989,False,True
3990,False,True
3991,False,True
3992,False,True
3993,False,True
3994,False,True
3995,False,True
3996,False,True
3997,False,True
3998,False,True
3999,False,True
4000,False,True
4001,False,True
4002,False,True
4003,False,True
4004,False,True
4005,False,True
4006,False,True
4007,False,True
4008,False,True
4009,False,True
4010,False,True
4011,False,True
4012,False,True
4013,False,True
4014,False,True
4015,False,True
4016,False,True
4017,False,True
4018,False,True
4019,False,True
4020,False,True
4021,False,True
4022,False,True
4023,False,True
4024,False,True
4025,False,True
4026,False,True
4027,False,True
4028,False,True
4029,False,True
4030,False,True
4031,False,True
4032,False,True
4033,False,True
4034,False,True
4035,False,True
4036,False,True
4037,False,True
4038,False,True
4039,False,True
4040,False,True
4041,False,True
4042,False,True
4043,False,True
4044,False,True
4045,False,True
4046,False,True
4047,False,True
4048,False,True
4049,False,True
4050,False,True
4051,False,True
4052,False,True
4053,False,True
4054,False,True
4055,False,True
4056,False,True
4057,False,True
4058,False,True
4059,False,True
4060,False,True
4061,False,True
4062,False,True
4063,False,True
4064,False,True
4065,False,True
4066,False,True
4067,False,True
4068,False,True
4069,False,True
4070,False,True
4071,False,True
4072,False,True
4073,False,True
4074,False,True
4075,False,True
4076,False,True
4077,False,True
4078,False,True
4079,False,True
4080,False,True
4081,False,True
4082,False,True
4083,False,True
4084,False,True
4085,False,True
4086,False,True
4087,False,True
4088,False,True
4089,False,True
4090,False,True
4091,False,True
4092,False,True
4093,False,True
4094,False,True
4095,False,True
4096,False,True
4097,False,True
4098,False,True
4099,False,True
4100,False,True
4101,False,True
4102,False,True
4103,False,True
4104,False,True
4105,False,True
4106,False,True
4107,True,False
4108,True,False
4109,True,False
4110,True,False
4111,True,False
4112,True,False
4113,True,False
4114,True,False
4115,True,False
4116,True,False
4117,True,False
4118,True,False
4119,True,False
4120,True,False
4121,True,False
4122,True,False
4123,True,False
4124,True,False
4125,True,False
4126,True,False
4127,True,False
4128,True,False
4129,True,False
4130,True,False
4131,True,False
4132,True,False
4133,True,False
4134,True,False
4135,True,False
4136,True,False
4137,True,False
4138,True,False
4139,True,False
4140,True,False
4141,True,False
4142,True,False
4143,True,False
4144,True,False
4145,True,False
4146,True,False
4147,True,False
4148,True,False
4149,True,False
4150,True,False
4151,True,False
4152,True,False
4153,True,False
4154,True,False
4155,False,True
4156,False,True
4157,False,True
4158,False,True
4159,False,True
4160,False,True
4161,False,True
4162,False,True
4163,False,True
4164,False,True
4165,False,True
4166,False,True
4167,False,True
4168,False,True
4169,False,True
4170,False,True
4171,False,True
4172,False,True
4173,False,True
4174,False,True
4175,False,True
4176,False,True
4177,False,True
4178,False,True
4179,False,True
4180,False,True
4181,False,True
4182,False,True
4183,False,True
4184,False,True
4185,False,True
4186,False,True
4187,False,True
4188,False,True
4189,False,True
4190,False,True
4191,False,True
4192,False,True
4193,False,True
4194,False,True
4195,False,True
4196,False,True
4197,False,True
4198,False,True
4199,False,True
4200,False,True
4201,False,True
4202,False,True
4203,False,True
4204,False,True
4205,False,True
4206,False,True
4207,False,True
4208,False,True
4209,False,True
4210,False,True
4211,False,True
4212,False,True
4213,False,True
4214,False,True
4215,False,True
4216,False,True
4217,False,True
4218,False,True
4219,False,True
4220,False,True
4221,False,True
4222,False,True
4223,False,True
4224,False,True
4225,False,True
4226,False,True
4227,False,True
4228,False,True
4229,False,True
4230,False,True
4231,False,True
4232,False,True
4233,False,True
4234,False,True
4235,False,True
4236,False,True
4237,False,True
4238,False,True
4239,False,True
4240,False,True
4241,False,True
4242,False,True
4243,False,True
4244,False,True
4245,False,True
4246,False,True
4247,False,True
4248,False,True
4249,False,True
4250,False,True
4251,False,True
4252,False,True
4253,False,True
4254,False,True
4255,False,True
4256,False,True
4257,False,True
4258,False,True
4259,False,True
4260,False,True
4261,False,True
4262,False,True
4263,False,True
4264,False,True
4265,False,True
4266,False,True
4267,False,True
4268,False,True
4269,False,True
4270,False,True
4271,False,True
4272,False,True
4273,False,True
4274,False,True
4275,True,False
4276,True,False
4277,True,False
4278,True,False
4279,True,False
4280,True,False
4281,True,False
4282,True,False
4283,True,False
4284,True,False
4285,True,False
4286,True,False
4287,True,False
4288,True,False
4289,True,False
4290,True,False
4291,True,False
4292,True,False
4293,True,False
4294,True,False
4295,True,False
4296,True,False
4297,True,False
4298,True,False
4299,True,False
4300,True,False
4301,True,False
4302,True,False
4303,True,False
4304,True,False
4305,True,False
4306,True,False
4307,True,False
4308,True,False
4309,True,False
4310,True,False
4311,True,False
4312,True,False
4313,True,False
4314,True,False
4315,True,False
4316,True,False
4317,True,False
4318,True,False
4319,True,False
4320,True,False
4321,True,False
4322,True,False
4323,True,False
4324,True,False
4325,True,False
4326,True,False
4327,True,False
4328,True,False
4329,True,False
4330,True,False
4331,True,False
4332,True,False
4333,True,False
4334,True,False
4335,True,False
4336,True,False
4337,True,False
4338,True,False
4339,True,False
4340,True,False
4341,True,False
4342,True,False
4343,True,False
4344,True,False
4345,True,False
4346,True,False
4347,False,True
4348,False,True
4349,False,True
4350,False,True
4351,False,True
4352,False,True
4353,False,True
4354,False,True
4355,False,True
4356,False,True
4357,False,True
4358,False,True
4359,False,True
4360,False,True
4361,False,True
4362,False,True
4363,False,True
4364,False,True
4365,False,True
4366,False,True
4367,False,True
4368,False,True
4369,False,True
4370,False,True
4371,False,True
4372,False,True
4373,False,True
4374,False,True
4375,False,True
4376,False,True
4377,False,True
4378,False,True
4379,False,True
4380,False,True
4381,False,True
4382,False,True
4383,False,True
4384,False,True
4385,False,True
4386,False,True
4387,False,True
4388,False,True
4389,False,True
4390,False,True
4391,False,True
4392,False,True
4393,False,True
4394,False,True
4395,False,True
4396,False,True
4397,False,True
4398,False,True
4399,False,True
4400,False,True
4401,False,True
4402,False,True
4403,False,True
4404,False,True
4405,False,True
4406,False,True
4407,False,True
4408,False,True
4409,False,True
4410,False,True
4411,False,True
4412,False,True
4413,False,True
4414,False,True
4415,False,True
4416,False,True
4417,False,True
4418,False,True
4419,False,True
4420,False,True
4421,False,True
4422,False,True
4423,False,True
4424,False,True
4425,False,True
4426,False,True
4427,False,True
4428,False,True
4429,False,True
4430,False,True
4431,False,True
4432,False,True
4433,False,True
4434,False,True
4435,False,True
4436,False,True
4437,False,True
4438,False,True
4439,False,True
4440,False,True
4441,False,True
4442,False,True
4443,True,False
4444,True,False
4445,True,False
4446,True,False
4447,True,False
4448,True,False
4449,True,False
4450,True,False
4451,True,False
4452,True,False
4453,True,False
4454,True,False
4455,True,False
4456,True,False
4457,True,False
4458,True,False
4459,True,False
4460,True,False
4461,True,False
4462,True,False
4463,True,False
4464,True,False
4465,True,False
4466,True,False
4467,True,False
4468,True,False
4469,True,False
4470,True,False
4471,True,False
4472,True,False
4473,True,False
4474,True,False
4475,True,False
4476,True,False
4477,True,False
4478,True,False
4479,True,False
4480,True,False
4481,True,False
4482,True,False
4483,True,False
4484,True,False
4485,True,False
4486,True,False
4487,True,False
4488,True,False
4489,True,False
4490,True,False
4491,False,True
4492,False,True
4493,False,True
4494,False,True
4495,False,True
4496,False,True
4497,False,True
4498,False,True
4499,False,True
4500,False,True
4501,False,True
4502,False,True
4503,False,True
4504,False,True
4505,False,True
4506,False,True
4507,False,True
4508,False,True
4509,False,True
4510,False,True
4511,False,True
4512,False,True
4513,False,True
4514,False,True
4515,False,True
4516,False,True
4517,False,True
4518,False,True
4519,False,True
4520,False,True
4521,False,True
4522,False,True
4523,False,True
4524,False,True
4525,False,True
4526,False,True
4527,False,True
4528,False,True
4529,False,True
4530,False,True
4531,False,True
4532,False,True
4533,False,True
4534,False,True
4535,False,True
4536,False,True
4537,False,True
4538,False,True
4539,False,True
4540,False,True
4541,False,True
4542,False,True
4543,False,True
4544,False,True
4545,False,True
4546,False,True
4547,False,True
4548,False,True
4549,False,True
4550,False,True
4551,False,True
4552,False,True
4553,False,True
4554,False,True
4555,False,True
4556,False,True
4557,False,True
4558,False,True
4559,False,True
4560,False,True
4561,False,True
4562,False,True
4563,False,True
4564,False,True
4565,False,True
4566,False,True
4567,False,True
4568,False,True
4569,False,True
4570,False,True
4571,False,True
4572,False,True
4573,False,True
4574,False,True
4575,False,True
4576,False,True
4577,False,True
4578,False,True
4579,False,True
4580,False,True
4581,False,True
4582,False,True
4583,False,True
4584,False,True
4585,False,True
4586,False,True
4587,False,True
4588,False,True
4589,False,True
4590,False,True
4591,False,True
4592,False,True
4593,False,True
4594,False,True
4595,False,True
4596,False,True
4597,False,True
4598,False,True
4599,False,True
4600,False,True
4601,False,True
4602,False,True
4603,False,True
4604,False,True
4605,False,True
4606,False,True
4607,False,True
4608,False,True
4609,False,True
4610,False,True
4611,True,False
4612,True,False
4613,True,False
4614,True,False
4615,True,False
4616,True,False
4617,True,False
4618,True,False
4619,True,False
4620,True,False
4621,True,False
4622,True,False
4623,True,False
4624,True,False
4625,True,False
4626,True,False
4627,True,False
4628,True,False
4629,True,False
4630,True,False
4631,True,False
4632,True,False
4633,True,False
4634,True,False
4635,True,False
4636,True,False
4637,True,False
4638,True,False
4639,True,False
4640,True,False
4641,True,False
4642,True,False
4643,True,False
4644,True,False
4645,True,False
4646,True,False
4647,True,False
4648,True,False
4649,True,False
4650,True,False
4651,True,False
4652,True,False
4653,True,False
4654,True,False
4655,True,False
4656,True,False
4657,True,False
4658,True,False
4659,False,True
4660,False,True
4661,False,True
4662,False,True
4663,False,True
4664,False,True
4665,False,True
4666,False,True
4667,False,True
4668,False,True
4669,False,True
4670,False,True
4671,False,True
4672,False,True
4673,False,True
4674,False,True
4675,False,True
4676,False,True
4677,False,True
4678,False,True
4679,False,True
4680,False,True
4681,False,True
4682,False,True
4683,False,True
4684,False,True
4685,False,True
4686,False,True
4687,False,True
4688,False,True
4689,False,True
4690,False,True
4691,False,True
4692,False,True
4693,False,True
4694,False,True
4695,False,True
4696,False,True
4697,False,True
4698,False,True
4699,False,True
4700,False,True
4701,False,True
4702,False,True
4703,False,True
4704,False,True
4705,False,True
4706,False,True
4707,False,True
4708,False,True
4709,False,True
4710,False,True
4711,False,True
4712,False,True
4713,False,True
4714,False,True
4715,False,True
4716,False,True
4717,False,True
4718,False,True
4719,False,True
4720,False,True
4721,False,True
4722,False,True
4723,False,True
4724,False,True
4725,False,True
4726,False,True
4727,False,True
4728,False,True
4729,False,True
4730,False,True
4731,False,True
4732,False,True
4733,False,True
4734,False,True
4735,False,True
4736,False,True
4737,False,True
4738,False,True
4739,False,True
4740,False,True
4741,False,True
4742,False,True
4743,False,True
4744,False,True
4745,False,True
4746,False,True
4747,False,True
4748,False,True
4749,False,True
4750,False,True
4751,False,True
4752,False,True
4753,False,True
4754,False,True
4755,False,True
4756,False,True
4757,False,True
4758,False,True
4759,False,True
4760,False,True
4761,False,True
4762,False,True
4763,False,True
4764,False,True
4765,False,True
4766,False,True
4767,False,True
4768,False,True
4769,False,True
4770,False,True
4771,False,True
4772,False,True
4773,False,True
4774,False,True
4775,False,True
4776,False,True
4777,False,True
4778,False,True
4779,True,False
4780,True,False
4781,True,False
4782,True,False
4783,True,False
4784,True,False
4785,True,False
4786,True,False
4787,True,False
4788,True,False
4789,True,False
4790,True,False
4791,True,False
4792,True,False
4793,True,False
4794,True,False
4795,True,False
4796,True,False
4797,True,False
4798,True,False
4799,True,False
4800,True,False
4801,True,False
4802,True,False
4803,True,False
4804,True,False
4805,True,False
4806,True,False
4807,True,False
4808,True,False
4809,True,False
4810,True,False
4811,True,False
4812,True,False
4813,True,False
4814,True,False
4815,True,False
4816,True,False
4817,True,False
4818,True,False
4819,True,False
4820,True,False
4821,True,False
4822,True,False
4823,True,False
4824,True,False
4825,True,False
4826,True,False
4827,False,True
4828,False,True
4829,False,True
4830,False,True
4831,False,True
4832,False,True
4833,False,True
4834,False,True
4835,False,True
4836,False,True
4837,False,True
4838,False,True
4839,False,True
4840,False,True
4841,False,True
4842,False,True
4843,False,True
4844,False,True
4845,False,True
4846,False,True
4847,False,True
4848,False,True
4849,False,True
4850,False,True
4851,False,True
4852,False,True
4853,False,True
4854,False,True
4855,False,True
4856,False,True
4857,False,True
4858,False,True
4859,False,True
4860,False,True
4861,False,True
4862,False,True
4863,False,True
4864,False,True
4865,False,True
4866,False,True
4867,False,True
4868,False,True
4869,False,True
4870,False,True
4871,False,True
4872,False,True
4873,False,True
4874,False,True
4875,False,True
4876,False,True
4877,False,True
4878,False,True
4879,False,True
4880,False,True
4881,False,True
4882,False,True
4883,False,True
4884,False,True
4885,False,True
4886,False,True
4887,False,True
4888,False,True
4889,False,True
4890,False,True
4891,False,True
4892,False,True
4893,False,True
4894,False,True
4895,False,True
4896,False,True
4897,False,True
4898,False,True
4899,False,True
4900,False,True
4901,False,True
4902,False,True
4903,False,True
4904,False,True
4905,False,True
4906,False,True
4907,False,True
4908,False,True
4909,False,True
4910,False,True
4911,False,True
4912,False,True
4913,False,True
4914,False,True
4915,False,True
4916,False,True
4917,False,True
4918,False,True
4919,False,True
4920,False,True
4921,False,True
4922,False,True
4923,False,True
4924,False,True
4925,False,True
4926,False,True
4927,False,True
4928,False,True
4929,False,True
4930,False,True
4931,False,True
4932,False,True
4933,False,True
4934,False,True
4935,False,True
4936,False,True
4937,False,True
4938,False,True
4939,False,True
4940,False,True
4941,False,True
4942,False,True
4943,False,True
4944,False,True
4945,False,True
4946,False,True
4947,True,False
4948,True,False
4949,True,False
4950,True,False
4951,True,False
4952,True,False
4953,True,False
4954,True,False
4955,True,False
4956,True,False
4957,True,False
4958,True,False
4959,True,False
4960,True,False
4961,True,False
4962,True,False
4963,True,False
4964,True,False
4965,True,False
4966,True,False
4967,True,False
4968,True,False
4969,True,False
4970,True,False
4971,True,False
4972,True,False
4973,True,False
4974,True,False
4975,True,False
4976,True,False
4977,True,False
4978,True,False
4979,True,False
4980,True,False
4981,True,False
4982,True,False
4983,True,False
4984,True,False
4985,True,False
4986,True,False
4987,True,False
4988,True,False
4989,True,False
4990,True,False
4991,True,False
4992,True,False
4993,True,False
4994,True,False
4995,False,True
4996,False,True
4997,False,True
4998,False,True
4999,False,True
5000,False,True
5001,False,True
5002,False,True
5003,False,True
5004,False,True
5005,False,True
5006,False,True
5007,False,True
5008,False,True
5009,False,True
5010,False,True
5011,False,True
5012,False,True
5013,False,True
5014,False,True
5015,False,True
5016,False,True
5017,False,True
5018,False,True
5019,False,True
5020,False,True
5021,False,True
5022,False,True
5023,False,True
5024,False,True
5025,False,True
5026,False,True
5027,False,True
5028,False,True
5029,False,True
5030,False,True
5031,False,True
5032,False,True
5033,False,True
5034,False,True
5035,False,True
5036,False,True
5037,False,True
5038,False,True
5039,False,True
5040,False,True
5041,False,True
5042,False,True
5043,False,True
5044,False,True
5045,False,True
5046,False,True
5047,False,True
5048,False,True
5049,False,True
5050,False,True
5051,False,True
5052,False,True
5053,False,True
5054,False,True
5055,False,True
5056,False,True
5057,False,True
5058,False,True
5059,False,True
5060,False,True
5061,False,True
5062,False,True
5063,False,True
5064,False,True
5065,False,True
5066,False,True
5067,False,True
5068,False,True
5069,False,True
5070,False,True
5071,False,True
5072,False,True
5073,False,True
5074,False,True
5075,False,True
5076,False,True
5077,False,True
5078,False,True
5079,False,True
5080,False,True
5081,False,True
5082,False,True
5083,False,True
5084,False,True
5085,False,True
5086,False,True
5087,False,True
5088,False,True
5089,False,True
5090,False,True
5091,False,True
5092,False,True
5093,False,True
5094,False,True
5095,False,True
5096,False,True
5097,False,True
5098,False,True
5099,False,True
5100,False,True
5101,False,True
5102,False,True
5103,False,True
5104,False,True
5105,False,True
5106,False,True
5107,False,True
5108,False,True
5109,False,True
5110,False,True
5111,False,True
5112,False,True
5113,False,True
5114,False,True
5115,True,False
5116,True,False
5117,True,False
5118,True,False
5119,True,False
5120,True,False
5121,True,False
5122,True,False
5123,True,False
5124,True,False
5125,True,False
5126,True,False
5127,True,False
5128,True,False
5129,True,False
5130,True,False
5131,True,False
5132,True,False
5133,True,False
5134,True,False
5135,True,False
5136,True,False
5137,True,False
5138,True,False
5139,True,False
5140,True,False
5141,True,False
5142,True,False
5143,True,False
5144,True,False
5145,True,False
5146,True,False
5147,True,False
5148,True,False
5149,True,False
5150,True,False
5151,True,False
5152,True,False
5153,True,False
5154,True,False
5155,True,False
5156,True,False
5157,True,False
5158,True,False
5159,True,False
5160,True,False
5161,True,False
5162,True,False
5163,False,True
5164,False,True
5165,False,True
5166,False,True
5167,False,True
5168,False,True
5169,False,True
5170,False,True
5171,False,True
5172,False,True
5173,False,True
5174,False,True
5175,False,True
5176,False,True
5177,False,True
5178,False,True
5179,False,True
5180,False,True
5181,False,True
5182,False,True
5183,False,True
5184,False,True
5185,False,True
5186,False,True
5187,False,True
5188,False,True
5189,False,True
5190,False,True
5191,False,True
5192,False,True
5193,False,True
5194,False,True
5195,False,True
5196,False,True
5197,False,True
5198,False,True
5199,False,True
5200,False,True
5201,False,True
5202,False,True
5203,False,True
5204,False,True
5205,False,True
5206,False,True
5207,False,True
5208,False,True
5209,False,True
5210,False,True
5211,False,True
5212,False,True
5213,False,True
5214,False,True
5215,False,True
5216,False,True
5217,False,True
5218,False,True
5219,False,True
5220,False,True
5221,False,True
5222,False,True
5223,False,True
5224,False,True
5225,False,True
5226,False,True
5227,False,True
5228,False,True
5229,False,True
5230,False,True
5231,False,True
5232,False,True
5233,False,True
5234,False,True
5235,False,True
5236,False,True
5237,False,True
5238,False,True
5239,False,True
5240,False,True
5241,False,True
5242,False,True
5243,False,True
5244,False,True
5245,False,True
5246,False,True
5247,False,True
5248,False,True
5249,False,True
5250,False,True
5251,False,True
5252,False,True
5253,False,True
5254,False,True
5255,False,True
5256,False,True
5257,False,True
5258,False,True
5259,False,True
5260,False,True
5261,False,True
5262,False,True
5263,False,True
5264,False,True
5265,False,True
5266,False,True
5267,False,True
5268,False,True
5269,False,True
5270,False,True
5271,False,True
5272,False,True
5273,False,True
5274,False,True
5275,False,True
5276,False,True
5277,False,True
5278,False,True
5279,False,True
5280,False,True
5281,False,True
5282,False,True
5283,True,False
5284,True,False
5285,True,False
5286,True,False
5287,True,False
5288,True,False
5289,True,False
5290,True,False
5291,True,False
5292,True,False
5293,True,False
5294,True,False
5295,True,False
5296,True,False
5297,True,False
5298,True,False
5299,True,False
5300,True,False
5301,True,False
5302,True,False
5303,True,False
5304,True,False
5305,True,False
5306,True,False
5307,True,False
5308,True,False
5309,True,False
5310,True,False
5311,True,False
5312,True,False
5313,True,False
5314,True,False
5315,True,False
5316,True,False
5317,True,False
5318,True,False
5319,True,False
5320,True,False
5321,True,False
5322,True,False
5323,True,False
5324,True,False
5325,True,False
5326,True,False
5327,True,False
5328,True,False
5329,True,False
5330,True,False
5331,False,True
5332,False,True
5333,False,True
5334,False,True
5335,False,True
5336,False,True
5337,False,True
5338,False,True
5339,False,True
5340,False,True
5341,False,True
5342,False,True
5343,False,True
5344,False,True
5345,False,True
5346,False,True
5347,False,True
5348,False,True
5349,False,True
5350,False,True
5351,False,True
5352,False,True
5353,False,True
5354,False,True
5355,False,True
5356,False,True
5357,False,True
5358,False,True
5359,False,True
5360,False,True
5361,False,True
5362,False,True
5363,False,True
5364,False,True
5365,False,True
5366,False,True
5367,False,True
5368,False,True
5369,False,True
5370,False,True
5371,False,True
5372,False,True
5373,False,True
5374,False,True
5375,False,True
5376,False,True
5377,False,True
5378,False,True
5379,False,True
5380,False,True
5381,False,True
5382,False,True
5383,False,True
5384,False,True
5385,False,True
5386,False,True
5387,False,True
5388,False,True
5389,False,True
5390,False,True
5391,False,True
5392,False,True
5393,False,True
5394,False,True
5395,False,True
5396,False,True
5397,False,True
5398,False,True
5399,False,True
5400,False,True
5401,False,True
5402,False,True
5403,False,True
5404,False,True
5405,False,True
5406,False,True
5407,False,True
5408,False,True
5409,False,True
5410,False,True
5411,False,True
5412,False,True
5413,False,True
5414,False,True
5415,False,True
5416,False,True
5417,False,True
5418,False,True
5419,False,True
5420,False,True
5421,False,True
5422,False,True
5423,False,True
5424,False,True
5425,False,True
5426,False,True
5427,False,True
5428,False,True
5429,False,True
5430,False,True
5431,False,True
5432,False,True
5433,False,True
5434,False,True
5435,False,True
5436,False,True
5437,False,True
5438,False,True
5439,False,True
5440,False,True
5441,False,True
5442,False,True
5443,False,True
5444,False,True
5445,False,True
5446,False,True
5447,False,True
5448,False,True
5449,False,True
5450,False,True
5451,True,False
5452,True,False
5453,True,False
5454,True,False
5455,True,False
5456,True,False
5457,True,False
5458,True,False
5459,True,False
5460,True,False
5461,True,False
5462,True,False
5463,True,False
5464,True,False
5465,True,False
5466,True,False
5467,True,False
5468,True,False
5469,True,False
5470,True,False
5471,True,False
5472,True,False
5473,True,False
5474,True,False
5475,True,False
5476,True,False
5477,True,False
5478,True,False
5479,True,False
5480,True,False
5481,True,False
5482,True,False
5483,True,False
5484,True,False
5485,True,False
5486,True,False
5487,True,False
5488,True,False
5489,True,False
5490,True,False
5491,True,False
5492,True,False
5493,True,False
5494,True,False
5495,True,False
5496,True,False
5497,True,False
5498,True,False
5499,False,True
5500,False,True
5501,False,True
5502,False,True
5503,False,True
5504,False,True
5505,False,True
5506,False,True
5507,False,True
5508,False,True
5509,False,True
5510,False,True
5511,False,True
5512,False,True
5513,False,True
5514,False,True
5515,False,True
5516,False,True
5517,False,True
5518,False,True
5519,False,True
5520,False,True
5521,False,True
5522,False,True
5523,False,True
5524,False,True
5525,False,True
5526,False,True
5527,False,True
5528,False,True
5529,False,True
5530,False,True
5531,False,True
5532,False,True
5533,False,True
5534,False,True
5535,False,True
5536,False,True
5537,False,True
5538,False,True
5539,False,True
5540,False,True
5541,False,True
5542,False,True
5543,False,True
5544,False,True
5545,False,True
5546,False,True
5547,False,True
5548,False,True
5549,False,True
5550,False,True
5551,False,True
5552,False,True
5553,False,True
5554,False,True
5555,False,True
5556,False,True
5557,False,True
5558,False,True
5559,False,True
5560,False,True
5561,False,True
5562,False,True
5563,False,True
5564,False,True
5565,False,True
5566,False,True
5567,False,True
5568,False,True
5569,False,True
5570,False,True
5571,False,True
5572,False,True
5573,False,True
5574,False,True
5575,False,True
5576,False,True
5577,False,True
5578,False,True
5579,False,True
5580,False,True
5581,False,True
5582,False,True
5583,False,True
5584,False,True
5585,False,True
5586,False,True
5587,False,True
5588,False,True
5589,False,True
5590,False,True
5591,False,True
5592,False,True
5593,False,True
5594,False,True
5595,False,True
5596,False,True
5597,False,True
5598,False,True
5599,False,True
5600,False,True
5601,False,True
5602,False,True
5603,False,True
5604,False,True
5605,False,True
5606,False,True
5607,False,True
5608,False,True
5609,False,True
5610,False,True
5611,False,True
5612,False,True
