instant,yr_0,yr_1
3333,True,False
3334,True,False
3335,True,False
3336,True,False
3337,True,False
3338,True,False
3339,True,False
3340,True,False
3341,True,False
3342,True,False
3343,True,False
3344,True,False
3345,True,False
3346,True,False
3347,True,False
3348,True,False
3349,True,False
3350,True,False
3351,True,False
3352,True,False
3353,True,False
3354,True,False
3355,True,False
3356,True,False
3357,True,False
3358,True,False
3359,True,False
3360,True,False
3361,True,False
3362,True,False
3363,True,False
3364,True,False
3365,True,False
3366,True,False
3367,True,False
3368,True,False
3369,True,False
3370,True,False
3371,True,False
3372,True,False
3373,True,False
3374,True,False
3375,True,False
3376,True,False
3377,True,False
3378,True,False
3379,True,False
3380,True,False
3381,True,False
3382,True,False
3383,True,False
3384,True,False
3385,True,False
3386,True,False
3387,True,False
3388,True,False
3389,True,False
3390,True,False
3391,True,False
3392,True,False
3393,True,False
3394,True,False
3395,True,False
3396,True,False
3397,True,False
3398,True,False
3399,True,False
3400,True,False
3401,True,False
3402,True,False
3403,True,False
3404,True,False
3405,True,False
3406,True,False
3407,True,False
3408,True,False
3409,True,False
3410,True,False
3411,True,False
3412,True,False
3413,True,False
3414,True,False
3415,True,False
3416,True,False
3417,True,False
3418,True,False
3419,True,False
3420,True,False
3421,True,False
3422,True,False
3423,True,False
3424,True,False
3425,True,False
3426,True,False
3427,True,False
3428,True,False
3429,True,False
3430,True,False
3431,True,False
3432,True,False
3433,True,False
3434,True,False
3435,True,False
3436,True,False
3437,True,False
3438,True,False
3439,True,False
3440,True,False
3441,True,False
3442,True,False
3443,True,False
3444,True,False
3445,True,False
3446,True,False
3447,True,False
3448,True,False
3449,True,False
3450,True,False
3451,True,False
3452,True,False
3453,True,False
3454,True,False
3455,True,False
3456,True,False
3457,True,False
3458,True,False
3459,True,False
3460,True,False
3461,True,False
3462,True,False
3463,True,False
3464,True,False
3465,True,False
3466,True,False
3467,True,False
3468,True,False
3469,True,False
3470,True,False
3471,True,False
3472,True,False
3473,True,False
3474,True,False
3475,True,False
3476,True,False
3477,True,False
3478,True,False
3479,True,False
3480,True,False
3481,True,False
3482,True,False
3483,True,False
3484,True,False
3485,True,False
3486,True,False
3487,True,False
3488,True,False
3489,True,False
3490,True,False
3491,True,False
3492,True,False
3493,True,False
3494,True,False
3495,True,False
3496,True,False
3497,True,False
3498,True,False
3499,True,False
3500,True,False
3501,True,False
3502,True,False
3503,True,False
3504,True,False
3505,True,False
3506,True,False
3507,True,False
3508,True,False
3509,True,False
3510,True,False
3511,True,False
3512,True,False
3513,True,False
3514,True,False
3515,True,False
3516,True,False
3517,True,False
3518,True,False
3519,True,False
3520,True,False
3521,True,False
3522,True,False
3523,True,False
3524,True,False
3525,True,False
3526,True,False
3527,True,False
3528,True,False
3529,True,False
3530,True,False
3531,True,False
3532,True,False
3533,True,False
3534,True,False
3535,True,False
3536,True,False
3537,True,False
3538,True,False
3539,True,False
3540,True,False
3541,True,False
3542,True,False
3543,True,False
3544,True,False
3545,True,False
3546,True,False
3547,True,False
3548,True,False
3549,True,False
3550,True,False
3551,True,False
3552,True,False
3553,True,False
3554,True,False
3555,True,False
3556,True,False
3557,True,False
3558,True,False
3559,True,False
3560,True,False
3561,True,False
3562,True,False
3563,True,False
3564,True,False
3565,True,False
3566,True,False
3567,True,False
3568,True,False
3569,True,False
3570,True,False
3571,True,False
3572,True,False
3573,True,False
3574,True,False
3575,True,False
3576,True,False
3577,True,False
3578,True,False
3579,True,False
3580,True,False
3581,True,False
3582,True,False
3583,True,False
3584,True,False
3585,True,False
3586,True,False
3587,True,False
3588,True,False
3589,True,False
3590,True,False
3591,True,False
3592,True,False
3593,True,False
3594,True,False
3595,True,False
3596,True,False
3597,True,False
3598,True,False
3599,True,False
3600,True,False
3601,True,False
3602,True,False
3603,True,False
3604,True,False
3605,True,False
3606,True,False
3607,True,False
3608,True,False
3609,True,False
3610,True,False
3611,True,False
3612,True,False
3613,True,False
3614,True,False
3615,True,False
3616,True,False
3617,True,False
3618,True,False
3619,True,False
3620,True,False
3621,True,False
3622,True,False
3623,True,False
3624,True,False
3625,True,False
3626,True,False
3627,True,False
3628,True,False
3629,True,False
3630,True,False
3631,True,False
3632,True,False
3633,True,False
3634,True,False
3635,True,False
3636,True,False
3637,True,False
3638,True,False
3639,True,False
3640,True,False
3641,True,False
3642,True,False
3643,True,False
3644,True,False
3645,True,False
3646,True,False
3647,True,False
3648,True,False
3649,True,False
3650,True,False
3651,True,False
3652,True,False
3653,True,False
3654,True,False
3655,True,False
3656,True,False
3657,True,False
3658,True,False
3659,True,False
3660,True,False
3661,True,False
3662,True,False
3663,True,False
3664,True,False
3665,True,False
3666,True,False
3667,True,False
3668,True,False
3669,True,False
3670,True,False
3671,True,False
3672,True,False
3673,True,False
3674,True,False
3675,True,False
3676,True,False
3677,True,False
3678,True,False
3679,True,False
3680,True,False
3681,True,False
3682,True,False
3683,True,False
3684,True,False
3685,True,False
3686,True,False
3687,True,False
3688,True,False
3689,True,False
3690,True,False
3691,True,False
3692,True,False
3693,True,False
3694,True,False
3695,True,False
3696,True,False
3697,True,False
3698,True,False
3699,True,False
3700,True,False
3701,True,False
3702,True,False
3703,True,False
3704,True,False
3705,True,False
3706,True,False
3707,True,False
3708,True,False
3709,True,False
3710,True,False
3711,True,False
3712,True,False
3713,True,False
3714,True,False
3715,True,False
3716,True,False
3717,True,False
3718,True,False
3719,True,False
3720,True,False
3721,True,False
3722,True,False
3723,True,False
3724,True,False
3725,True,False
3726,True,False
3727,True,False
3728,True,False
3729,True,False
3730,True,False
3731,True,False
3732,True,False
3733,True,False
3734,True,False
3735,True,False
3736,True,False
3737,True,False
3738,True,False
3739,True,False
3740,True,False
3741,True,False
3742,True,False
3743,True,False
3744,True,False
3745,True,False
3746,True,False
3747,True,False
3748,True,False
3749,True,False
3750,True,False
3751,True,False
3752,True,False
3753,True,False
3754,True,False
3755,True,False
3756,True,False
3757,True,False
3758,True,False
3759,True,False
3760,True,False
3761,True,False
3762,True,False
3763,True,False
3764,True,False
3765,True,False
3766,True,False
3767,True,False
3768,True,False
3769,True,False
3770,True,False
3771,True,False
3772,True,False
3773,True,False
3774,True,False
3775,True,False
3776,True,False
3777,True,False
3778,True,False
3779,True,False
3780,True,False
3781,True,False
3782,True,False
3783,True,False
3784,True,False
3785,True,False
3786,True,False
3787,True,False
3788,True,False
3789,True,False
3790,True,False
3791,True,False
3792,True,False
3793,True,False
3794,True,False
3795,True,False
3796,True,False
3797,True,False
3798,True,False
3799,True,False
3800,True,False
3801,True,False
3802,True,False
3803,True,False
3804,True,False
3805,True,False
3806,True,False
3807,True,False
3808,True,False
3809,True,False
3810,True,False
3811,True,False
3812,True,False
3813,True,False
3814,True,False
3815,True,False
3816,True,False
3817,True,False
3818,True,False
3819,True,False
3820,True,False
3821,True,False
3822,True,False
3823,True,False
3824,True,False
3825,True,False
3826,True,False
3827,True,False
3828,True,False
3829,True,False
3830,True,False
3831,True,False
3832,True,False
3833,True,False
3834,True,False
3835,True,False
3836,True,False
3837,True,False
3838,True,False
3839,True,False
3840,True,False
3841,True,False
3842,True,False
3843,True,False
3844,True,False
3845,True,False
3846,True,False
3847,True,False
3848,True,False
3849,True,False
3850,True,False
3851,True,False
3852,True,False
3853,True,False
3854,True,False
3855,True,False
3856,True,False
3857,True,False
3858,True,False
3859,True,False
3860,True,False
3861,True,False
3862,True,False
3863,True,False
3864,True,False
3865,True,False
3866,True,False
3867,True,False
3868,True,False
3869,True,False
3870,True,False
3871,True,False
3872,True,False
3873,True,False
3874,True,False
3875,True,False
3876,True,False
3877,True,False
3878,True,False
3879,True,False
3880,True,False
3881,True,False
3882,True,False
3883,True,False
3884,True,False
3885,True,False
3886,True,False
3887,True,False
3888,True,False
3889,True,False
3890,True,False
3891,True,False
3892,True,False
3893,True,False
3894,True,False
3895,True,False
3896,True,False
3897,True,False
3898,True,False
3899,True,False
3900,True,False
3901,True,False
3902,True,False
3903,True,False
3904,True,False
3905,True,False
3906,True,False
3907,True,False
3908,True,False
3909,True,False
3910,True,False
3911,True,False
3912,True,False
3913,True,False
3914,True,False
3915,True,False
3916,True,False
3917,True,False
3918,True,False
3919,True,False
3920,True,False
3921,True,False
3922,True,False
3923,True,False
3924,True,False
3925,True,False
3926,True,False
3927,True,False
3928,True,False
3929,True,False
3930,True,False
3931,True,False
3932,True,False
3933,True,False
3934,True,False
3935,True,False
3936,True,False
3937,True,False
3938,True,False
3939,True,False
3940,True,False
3941,True,False
3942,True,False
3943,True,False
3944,True,False
3945,True,False
3946,True,False
3947,True,False
3948,True,False
3949,True,False
3950,True,False
3951,True,False
3952,True,False
3953,True,False
3954,True,False
3955,True,False
3956,True,False
3957,True,False
3958,True,False
3959,True,False
3960,True,False
3961,True,False
3962,True,False
3963,True,False
3964,True,False
3965,True,False
3966,True,False
3967,True,False
3968,True,False
3969,True,False
3970,True,False
3971,True,False
3972,True,False
3973,True,False
3974,True,False
3975,True,False
3976,True,False
3977,True,False
3978,True,False
3979,True,False
3980,True,False
3981,True,False
3982,True,False
3983,True,False
3984,True,False
3985,True,False
3986,True,False
3987,True,False
3988,True,False
3989,True,False
3990,True,False
3991,True,False
3992,True,False
3993,True,False
3994,True,False
3995,True,False
3996,True,False
3997,True,False
3998,True,False
3999,True,False
4000,True,False
4001,True,False
4002,True,False
4003,True,False
4004,True,False
4005,True,False
4006,True,False
4007,True,False
4008,True,False
4009,True,False
4010,True,False
4011,True,False
4012,True,False
4013,True,False
4014,True,False
4015,True,False
4016,True,False
4017,True,False
4018,True,False
4019,True,False
4020,True,False
4021,True,False
4022,True,False
4023,True,False
4024,True,False
4025,True,False
4026,True,False
4027,True,False
4028,True,False
4029,True,False
4030,True,False
4031,True,False
4032,True,False
4033,True,False
4034,True,False
4035,True,False
4036,True,False
4037,True,False
4038,True,False
4039,True,False
4040,True,False
4041,True,False
4042,True,False
4043,True,False
4044,True,False
4045,True,False
4046,True,False
4047,True,False
4048,True,False
4049,True,False
4050,True,False
4051,True,False
4052,True,False
4053,True,False
4054,True,False
4055,True,False
4056,True,False
4057,True,False
4058,True,False
4059,True,False
4060,True,False
4061,True,False
4062,True,False
4063,True,False
4064,True,False
4065,True,False
4066,True,False
4067,True,False
4068,True,False
4069,True,False
4070,True,False
4071,True,False
4072,True,False
4073,True,False
4074,True,False
4075,True,False
4076,True,False
4077,True,False
4078,True,False
4079,True,False
4080,True,False
4081,True,False
4082,True,False
4083,True,False
4084,True,False
4085,True,False
4086,True,False
4087,True,False
4088,True,False
4089,True,False
4090,True,False
4091,True,False
4092,True,False
4093,True,False
4094,True,False
4095,True,False
4096,True,False
4097,True,False
4098,True,False
4099,True,False
4100,True,False
4101,True,False
4102,True,False
4103,True,False
4104,True,False
4105,True,False
4106,True,False
4107,True,False
4108,True,False
4109,True,False
4110,True,False
4111,True,False
4112,True,False
4113,True,False
4114,True,False
4115,True,False
4116,True,False
4117,True,False
4118,True,False
4119,True,False
4120,True,False
4121,True,False
4122,True,False
4123,True,False
4124,True,False
4125,True,False
4126,True,False
4127,True,False
4128,True,False
4129,True,False
4130,True,False
4131,True,False
4132,True,False
4133,True,False
4134,True,False
4135,True,False
4136,True,False
4137,True,False
4138,True,False
4139,True,False
4140,True,False
4141,True,False
4142,True,False
4143,True,False
4144,True,False
4145,True,False
4146,True,False
4147,True,False
4148,True,False
4149,True,False
4150,True,False
4151,True,False
4152,True,False
4153,True,False
4154,True,False
4155,True,False
4156,True,False
4157,True,False
4158,True,False
4159,True,False
4160,True,False
4161,True,False
4162,True,False
4163,True,False
4164,True,False
4165,True,False
4166,True,False
4167,True,False
4168,True,False
4169,True,False
4170,True,False
4171,True,False
4172,True,False
4173,True,False
4174,True,False
4175,True,False
4176,True,False
4177,True,False
4178,True,False
4179,True,False
4180,True,False
4181,True,False
4182,True,False
4183,True,False
4184,True,False
4185,True,False
4186,True,False
4187,True,False
4188,True,False
4189,True,False
4190,True,False
4191,True,False
4192,True,False
4193,True,False
4194,True,False
4195,True,False
4196,True,False
4197,True,False
4198,True,False
4199,True,False
4200,True,False
4201,True,False
4202,True,False
4203,True,False
4204,True,False
4205,True,False
4206,True,False
4207,True,False
4208,True,False
4209,True,False
4210,True,False
4211,True,False
4212,True,False
4213,True,False
4214,True,False
4215,True,False
4216,True,False
4217,True,False
4218,True,False
4219,True,False
4220,True,False
4221,True,False
4222,True,False
4223,True,False
4224,True,False
4225,True,False
4226,True,False
4227,True,False
4228,True,False
4229,True,False
4230,True,False
4231,True,False
4232,True,False
4233,True,False
4234,True,False
4235,True,False
4236,True,False
4237,True,False
4238,True,False
4239,True,False
4240,True,False
4241,True,False
4242,True,False
4243,True,False
4244,True,False
4245,True,False
4246,True,False
4247,True,False
4248,True,False
4249,True,False
4250,True,False
4251,True,False
4252,True,False
4253,True,False
4254,True,False
4255,True,False
4256,True,False
4257,True,False
4258,True,False
4259,True,False
4260,True,False
4261,True,False
4262,True,False
4263,True,False
4264,True,False
4265,True,False
4266,True,False
4267,True,False
4268,True,False
4269,True,False
4270,True,False
4271,True,False
4272,True,False
4273,True,False
4274,True,False
4275,True,False
4276,True,False
4277,True,False
4278,True,False
4279,True,False
4280,True,False
4281,True,False
4282,True,False
4283,True,False
4284,True,False
4285,True,False
4286,True,False
4287,True,False
4288,True,False
4289,True,False
4290,True,False
4291,True,False
4292,True,False
4293,True,False
4294,True,False
4295,True,False
4296,True,False
4297,True,False
4298,True,False
4299,True,False
4300,True,False
4301,True,False
4302,True,False
4303,True,False
4304,True,False
4305,True,False
4306,True,False
4307,True,False
4308,True,False
4309,True,False
4310,True,False
4311,True,False
4312,True,False
4313,True,False
4314,True,False
4315,True,False
4316,True,False
4317,True,False
4318,True,False
4319,True,False
4320,True,False
4321,True,False
4322,True,False
4323,True,False
4324,True,False
4325,True,False
4326,True,False
4327,True,False
4328,True,False
4329,True,False
4330,True,False
4331,True,False
4332,True,False
4333,True,False
4334,True,False
4335,True,False
4336,True,False
4337,True,False
4338,True,False
4339,True,False
4340,True,False
4341,True,False
4342,True,False
4343,True,False
4344,True,False
4345,True,False
4346,True,False
4347,True,False
4348,True,False
4349,True,False
4350,True,False
4351,True,False
4352,True,False
4353,True,False
4354,True,False
4355,True,False
4356,True,False
4357,True,False
4358,True,False
4359,True,False
4360,True,False
4361,True,False
4362,True,False
4363,True,False
4364,True,False
4365,True,False
4366,True,False
4367,True,False
4368,True,False
4369,True,False
4370,True,False
4371,True,False
4372,True,False
4373,True,False
4374,True,False
4375,True,False
4376,True,False
4377,True,False
4378,True,False
4379,True,False
4380,True,False
4381,True,False
4382,True,False
4383,True,False
4384,True,False
4385,True,False
4386,True,False
4387,True,False
4388,True,False
4389,True,False
4390,True,False
4391,True,False
4392,True,False
4393,True,False
4394,True,False
4395,True,False
4396,True,False
4397,True,False
4398,True,False
4399,True,False
4400,True,False
4401,True,False
4402,True,False
4403,True,False
4404,True,False
4405,True,False
4406,True,False
4407,True,False
4408,True,False
4409,True,False
4410,True,False
4411,True,False
4412,True,False
4413,True,False
4414,True,False
4415,True,False
4416,True,False
4417,True,False
4418,True,False
4419,True,False
4420,True,False
4421,True,False
4422,True,False
4423,True,False
4424,True,False
4425,True,False
4426,True,False
4427,True,False
4428,True,False
4429,True,False
4430,True,False
4431,True,False
4432,True,False
4433,True,False
4434,True,False
4435,True,False
4436,True,False
4437,True,False
4438,True,False
4439,True,False
4440,True,False
4441,True,False
4442,True,False
4443,True,False
4444,True,False
4445,True,False
4446,True,False
4447,True,False
4448,True,False
4449,True,False
4450,True,False
4451,True,False
4452,True,False
4453,True,False
4454,True,False
4455,True,False
4456,True,False
4457,True,False
4458,True,False
4459,True,False
4460,True,False
4461,True,False
4462,True,False
4463,True,False
4464,True,False
4465,True,False
4466,True,False
4467,True,False
4468,True,False
4469,True,False
4470,True,False
4471,True,False
4472,True,False
4473,True,False
4474,True,False
4475,True,False
4476,True,False
4477,True,False
4478,True,False
4479,True,False
4480,True,False
4481,True,False
4482,True,False
4483,True,False
4484,True,False
4485,True,False
4486,True,False
4487,True,False
4488,True,False
4489,True,False
4490,True,False
4491,True,False
4492,True,False
4493,True,False
4494,True,False
4495,True,False
4496,True,False
4497,True,False
4498,True,False
4499,True,False
4500,True,False
4501,True,False
4502,True,False
4503,True,False
4504,True,False
4505,True,False
4506,True,False
4507,True,False
4508,True,False
4509,True,False
4510,True,False
4511,True,False
4512,True,False
4513,True,False
4514,True,False
4515,True,False
4516,True,False
4517,True,False
4518,True,False
4519,True,False
4520,True,False
4521,True,False
4522,True,False
4523,True,False
4524,True,False
4525,True,False
4526,True,False
4527,True,False
4528,True,False
4529,True,False
4530,True,False
4531,True,False
4532,True,False
4533,True,False
4534,True,False
4535,True,False
4536,True,False
4537,True,False
4538,True,False
4539,True,False
4540,True,False
4541,True,False
4542,True,False
4543,True,False
4544,True,False
4545,True,False
4546,True,False
4547,True,False
4548,True,False
4549,True,False
4550,True,False
4551,True,False
4552,True,False
4553,True,False
4554,True,False
4555,True,False
4556,True,False
4557,True,False
4558,True,False
4559,True,False
4560,True,False
4561,True,False
4562,True,False
4563,True,False
4564,True,False
4565,True,False
4566,True,False
4567,True,False
4568,True,False
4569,True,False
4570,True,False
4571,True,False
4572,True,False
4573,True,False
4574,True,False
4575,True,False
4576,True,False
4577,True,False
4578,True,False
4579,True,False
4580,True,False
4581,True,False
4582,True,False
4583,True,False
4584,True,False
4585,True,False
4586,True,False
4587,True,False
4588,True,False
4589,True,False
4590,True,False
4591,True,False
4592,True,False
4593,True,False
4594,True,False
4595,True,False
4596,True,False
4597,True,False
4598,True,False
4599,True,False
4600,True,False
4601,True,False
4602,True,False
4603,True,False
4604,True,False
4605,True,False
4606,True,False
4607,True,False
4608,True,False
4609,True,False
4610,True,False
4611,True,False
4612,True,False
4613,True,False
4614,True,False
4615,True,False
4616,True,False
4617,True,False
4618,True,False
4619,True,False
4620,True,False
4621,True,False
4622,True,False
4623,True,False
4624,True,False
4625,True,False
4626,True,False
4627,True,False
4628,True,False
4629,True,False
4630,True,False
4631,True,False
4632,True,False
4633,True,False
4634,True,False
4635,True,False
4636,True,False
4637,True,False
4638,True,False
4639,True,False
4640,True,False
4641,True,False
4642,True,False
4643,True,False
4644,True,False
4645,True,False
4646,True,False
4647,True,False
4648,True,False
4649,True,False
4650,True,False
4651,True,False
4652,True,False
4653,True,False
4654,True,False
4655,True,False
4656,True,False
4657,True,False
4658,True,False
4659,True,False
4660,True,False
4661,True,False
4662,True,False
4663,True,False
4664,True,False
4665,True,False
4666,True,False
4667,True,False
4668,True,False
4669,True,False
4670,True,False
4671,True,False
4672,True,False
4673,True,False
4674,True,False
4675,True,False
4676,True,False
4677,True,False
4678,True,False
4679,True,False
4680,True,False
4681,True,False
4682,True,False
4683,True,False
4684,True,False
4685,True,False
4686,True,False
4687,True,False
4688,True,False
4689,True,False
4690,True,False
4691,True,False
4692,True,False
4693,True,False
4694,True,False
4695,True,False
4696,True,False
4697,True,False
4698,True,False
4699,True,False
4700,True,False
4701,True,False
4702,True,False
4703,True,False
4704,True,False
4705,True,False
4706,True,False
4707,True,False
4708,True,False
4709,True,False
4710,True,False
4711,True,False
4712,True,False
4713,True,False
4714,True,False
4715,True,False
4716,True,False
4717,True,False
4718,True,False
4719,True,False
4720,True,False
4721,True,False
4722,True,False
4723,True,False
4724,True,False
4725,True,False
4726,True,False
4727,True,False
4728,True,False
4729,True,False
4730,True,False
4731,True,False
4732,True,False
4733,True,False
4734,True,False
4735,True,False
4736,True,False
4737,True,False
4738,True,False
4739,True,False
4740,True,False
4741,True,False
4742,True,False
4743,True,False
4744,True,False
4745,True,False
4746,True,False
4747,True,False
4748,True,False
4749,True,False
4750,True,False
4751,True,False
4752,True,False
4753,True,False
4754,True,False
4755,True,False
4756,True,False
4757,True,False
4758,True,False
4759,True,False
4760,True,False
4761,True,False
4762,True,False
4763,True,False
4764,True,False
4765,True,False
4766,True,False
4767,True,False
4768,True,False
4769,True,False
4770,True,False
4771,True,False
4772,True,False
4773,True,False
4774,True,False
4775,True,False
4776,True,False
4777,True,False
4778,True,False
4779,True,False
4780,True,False
4781,True,False
4782,True,False
4783,True,False
4784,True,False
4785,True,False
4786,True,False
4787,True,False
4788,True,False
4789,True,False
4790,True,False
4791,True,False
4792,True,False
4793,True,False
4794,True,False
4795,True,False
4796,True,False
4797,True,False
4798,True,False
4799,True,False
4800,True,False
4801,True,False
4802,True,False
4803,True,False
4804,True,False
4805,True,False
4806,True,False
4807,True,False
4808,True,False
4809,True,False
4810,True,False
4811,True,False
4812,True,False
4813,True,False
4814,True,False
4815,True,False
4816,True,False
4817,True,False
4818,True,False
4819,True,False
4820,True,False
4821,True,False
4822,True,False
4823,True,False
4824,True,False
4825,True,False
4826,True,False
4827,True,False
4828,True,False
4829,True,False
4830,True,False
4831,True,False
4832,True,False
4833,True,False
4834,True,False
4835,True,False
4836,True,False
4837,True,False
4838,True,False
4839,True,False
4840,True,False
4841,True,False
4842,True,False
4843,True,False
4844,True,False
4845,True,False
4846,True,False
4847,True,False
4848,True,False
4849,True,False
4850,True,False
4851,True,False
4852,True,False
4853,True,False
4854,True,False
4855,True,False
4856,True,False
4857,True,False
4858,True,False
4859,True,False
4860,True,False
4861,True,False
4862,True,False
4863,True,False
4864,True,False
4865,True,False
4866,True,False
4867,True,False
4868,True,False
4869,True,False
4870,True,False
4871,True,False
4872,True,False
4873,True,False
4874,True,False
4875,True,False
4876,True,False
4877,True,False
4878,True,False
4879,True,False
4880,True,False
4881,True,False
4882,True,False
4883,True,False
4884,True,False
4885,True,False
4886,True,False
4887,True,False
4888,True,False
4889,True,False
4890,True,False
4891,True,False
4892,True,False
4893,True,False
4894,True,False
4895,True,False
4896,True,False
4897,True,False
4898,True,False
4899,True,False
4900,True,False
4901,True,False
4902,True,False
4903,True,False
4904,True,False
4905,True,False
4906,True,False
4907,True,False
4908,True,False
4909,True,False
4910,True,False
4911,True,False
4912,True,False
4913,True,False
4914,True,False
4915,True,False
4916,True,False
4917,True,False
4918,True,False
4919,True,False
4920,True,False
4921,True,False
4922,True,False
4923,True,False
4924,True,False
4925,True,False
4926,True,False
4927,True,False
4928,True,False
4929,True,False
4930,True,False
4931,True,False
4932,True,False
4933,True,False
4934,True,False
4935,True,False
4936,True,False
4937,True,False
4938,True,False
4939,True,False
4940,True,False
4941,True,False
4942,True,False
4943,True,False
4944,True,False
4945,True,False
4946,True,False
4947,True,False
4948,True,False
4949,True,False
4950,True,False
4951,True,False
4952,True,False
4953,True,False
4954,True,False
4955,True,False
4956,True,False
4957,True,False
4958,True,False
4959,True,False
4960,True,False
4961,True,False
4962,True,False
4963,True,False
4964,True,False
4965,True,False
4966,True,False
4967,True,False
4968,True,False
4969,True,False
4970,True,False
4971,True,False
4972,True,False
4973,True,False
4974,True,False
4975,True,False
4976,True,False
4977,True,False
4978,True,False
4979,True,False
4980,True,False
4981,True,False
4982,True,False
4983,True,False
4984,True,False
4985,True,False
4986,True,False
4987,True,False
4988,True,False
4989,True,False
4990,True,False
4991,True,False
4992,True,False
4993,True,False
4994,True,False
4995,True,False
4996,True,False
4997,True,False
4998,True,False
4999,True,False
5000,True,False
5001,True,False
5002,True,False
5003,True,False
5004,True,False
5005,True,False
5006,True,False
5007,True,False
5008,True,False
5009,True,False
5010,True,False
5011,True,False
5012,True,False
5013,True,False
5014,True,False
5015,True,False
5016,True,False
5017,True,False
5018,True,False
5019,True,False
5020,True,False
5021,True,False
5022,True,False
5023,True,False
5024,True,False
5025,True,False
5026,True,False
5027,True,False
5028,True,False
5029,True,False
5030,True,False
5031,True,False
5032,True,False
5033,True,False
5034,True,False
5035,True,False
5036,True,False
5037,True,False
5038,True,False
5039,True,False
5040,True,False
5041,True,False
5042,True,False
5043,True,False
5044,True,False
5045,True,False
5046,True,False
5047,True,False
5048,True,False
5049,True,False
5050,True,False
5051,True,False
5052,True,False
5053,True,False
5054,True,False
5055,True,False
5056,True,False
5057,True,False
5058,True,False
5059,True,False
5060,True,False
5061,True,False
5062,True,False
5063,True,False
5064,True,False
5065,True,False
5066,True,False
5067,True,False
5068,True,False
5069,True,False
5070,True,False
5071,True,False
5072,True,False
5073,True,False
5074,True,False
5075,True,False
5076,True,False
5077,True,False
5078,True,False
5079,True,False
5080,True,False
5081,True,False
5082,True,False
5083,True,False
5084,True,False
5085,True,False
5086,True,False
5087,True,False
5088,True,False
5089,True,False
5090,True,False
5091,True,False
5092,True,False
5093,True,False
5094,True,False
5095,True,False
5096,True,False
5097,True,False
5098,True,False
5099,True,False
5100,True,False
5101,True,False
5102,True,False
5103,True,False
5104,True,False
5105,True,False
5106,True,False
5107,True,False
5108,True,False
5109,True,False
5110,True,False
5111,True,False
5112,True,False
5113,True,False
5114,True,False
5115,True,False
5116,True,False
5117,True,False
5118,True,False
5119,True,False
5120,True,False
5121,True,False
5122,True,False
5123,True,False
5124,True,False
5125,True,False
5126,True,False
5127,True,False
5128,True,False
5129,True,False
5130,True,False
5131,True,False
5132,True,False
5133,True,False
5134,True,False
5135,True,False
5136,True,False
5137,True,False
5138,True,False
5139,True,False
5140,True,False
5141,True,False
5142,True,False
5143,True,False
5144,True,False
5145,True,False
5146,True,False
5147,True,False
5148,True,False
5149,True,False
5150,True,False
5151,True,False
5152,True,False
5153,True,False
5154,True,False
5155,True,False
5156,True,False
5157,True,False
5158,True,False
5159,True,False
5160,True,False
5161,True,False
5162,True,False
5163,True,False
5164,True,False
5165,True,False
5166,True,False
5167,True,False
5168,True,False
5169,True,False
5170,True,False
5171,True,False
5172,True,False
5173,True,False
5174,True,False
5175,True,False
5176,True,False
5177,True,False
5178,True,False
5179,True,False
5180,True,False
5181,True,False
5182,True,False
5183,True,False
5184,True,False
5185,True,False
5186,True,False
5187,True,False
5188,True,False
5189,True,False
5190,True,False
5191,True,False
5192,True,False
5193,True,False
5194,True,False
5195,True,False
5196,True,False
5197,True,False
5198,True,False
5199,True,False
5200,True,False
5201,True,False
5202,True,False
5203,True,False
5204,True,False
5205,True,False
5206,True,False
5207,True,False
5208,True,False
5209,True,False
5210,True,False
5211,True,False
5212,True,False
5213,True,False
5214,True,False
5215,True,False
5216,True,False
5217,True,False
5218,True,False
5219,True,False
5220,True,False
5221,True,False
5222,True,False
5223,True,False
5224,True,False
5225,True,False
5226,True,False
5227,True,False
5228,True,False
5229,True,False
5230,True,False
5231,True,False
5232,True,False
5233,True,False
5234,True,False
5235,True,False
5236,True,False
5237,True,False
5238,True,False
5239,True,False
5240,True,False
5241,True,False
5242,True,False
5243,True,False
5244,True,False
5245,True,False
5246,True,False
5247,True,False
5248,True,False
5249,True,False
5250,True,False
5251,True,False
5252,True,False
5253,True,False
5254,True,False
5255,True,False
5256,True,False
5257,True,False
5258,True,False
5259,True,False
5260,True,False
5261,True,False
5262,True,False
5263,True,False
5264,True,False
5265,True,False
5266,True,False
5267,True,False
5268,True,False
5269,True,False
5270,True,False
5271,True,False
5272,True,False
5273,True,False
5274,True,False
5275,True,False
5276,True,False
5277,True,False
5278,True,False
5279,True,False
5280,True,False
5281,True,False
5282,True,False
5283,True,False
5284,True,False
5285,True,False
5286,True,False
5287,True,False
5288,True,False
5289,True,False
5290,True,False
5291,True,False
5292,True,False
5293,True,False
5294,True,False
5295,True,False
5296,True,False
5297,True,False
5298,True,False
5299,True,False
5300,True,False
5301,True,False
5302,True,False
5303,True,False
5304,True,False
5305,True,False
5306,True,False
5307,True,False
5308,True,False
5309,True,False
5310,True,False
5311,True,False
5312,True,False
5313,True,False
5314,True,False
5315,True,False
5316,True,False
5317,True,False
5318,True,False
5319,True,False
5320,True,False
5321,True,False
5322,True,False
5323,True,False
5324,True,False
5325,True,False
5326,True,False
5327,True,False
5328,True,False
5329,True,False
5330,True,False
