instant,weathersit_1,weathersit_2,weathersit_3,weathersit_4
5159,True,False,False,False
5160,True,False,False,False
5161,True,False,False,False
5162,True,False,False,False
5163,True,False,False,False
5164,True,False,False,False
5165,True,False,False,False
5166,True,False,False,False
5167,True,False,False,False
5168,True,False,False,False
5169,True,False,False,False
5170,True,False,False,False
5171,True,False,False,False
5172,True,False,False,False
5173,True,False,False,False
5174,True,False,False,False
5175,True,False,False,False
5176,True,False,False,False
5177,True,False,False,False
5178,True,False,False,False
5179,True,False,False,False
5180,True,False,False,False
5181,True,False,False,False
5182,True,False,False,False
5183,True,False,False,False
5184,True,False,False,False
5185,True,False,False,False
5186,True,False,False,False
5187,True,False,False,False
5188,True,False,False,False
5189,True,False,False,False
5190,True,False,False,False
5191,True,False,False,False
5192,True,False,False,False
5193,True,False,False,False
5194,True,False,False,False
5195,True,False,False,False
5196,False,True,False,False
5197,False,True,False,False
5198,True,False,False,False
5199,True,False,False,False
5200,True,False,False,False
5201,True,False,False,False
5202,True,False,False,False
5203,True,False,False,False
5204,True,False,False,False
5205,True,False,False,False
5206,True,False,False,False
5207,True,False,False,False
5208,True,False,False,False
5209,True,False,False,False
5210,True,False,False,False
5211,True,False,False,False
5212,True,False,False,False
5213,True,False,False,False
5214,True,False,False,False
5215,True,False,False,False
5216,True,False,False,False
5217,True,False,False,False
5218,True,False,False,False
5219,True,False,False,False
5220,True,False,False,False
5221,True,False,False,False
5222,True,False,False,False
5223,True,False,False,False
5224,True,False,False,False
5225,True,False,False,False
5226,True,False,False,False
5227,True,False,False,False
5228,True,False,False,False
5229,True,False,False,False
5230,True,False,False,False
5231,True,False,False,False
5232,True,False,False,False
5233,True,False,False,False
5234,True,False,False,False
5235,True,False,False,False
5236,True,False,False,False
5237,True,False,False,False
5238,True,False,False,False
5239,True,False,False,False
5240,True,False,False,False
5241,True,False,False,False
5242,True,False,False,False
5243,True,False,False,False
5244,True,False,False,False
5245,True,False,False,False
5246,True,False,False,False
5247,True,False,False,False
5248,True,False,False,False
5249,True,False,False,False
5250,True,False,False,False
5251,True,False,False,False
5252,True,False,False,False
5253,True,False,False,False
5254,True,False,False,False
5255,True,False,False,False
5256,True,False,False,False
5257,True,False,False,False
5258,True,False,False,False
5259,True,False,False,False
5260,True,False,False,False
5261,True,False,False,False
5262,True,False,False,False
5263,True,False,False,False
5264,True,False,False,False
5265,True,False,False,False
5266,True,False,False,False
5267,True,False,False,False
5268,True,False,False,False
5269,True,False,False,False
5270,True,False,False,False
5271,True,False,False,False
5272,True,False,False,False
5273,True,False,False,False
5274,True,False,False,False
5275,True,False,False,False
5276,True,False,False,False
5277,True,False,False,False
5278,True,False,False,False
5279,True,False,False,False
5280,True,False,False,False
5281,True,False,False,False
5282,True,False,False,False
5283,True,False,False,False
5284,False,True,False,False
5285,True,False,False,False
5286,True,False,False,False
5287,False,True,False,False
5288,True,False,False,False
5289,True,False,False,False
5290,False,True,False,False
5291,False,True,False,False
5292,False,True,False,False
5293,False,True,False,False
5294,False,True,False,False
5295,False,True,False,False
5296,False,True,False,False
5297,True,False,False,False
5298,False,False,True,False
5299,False,True,False,False
5300,False,True,False,False
5301,True,False,False,False
5302,False,True,False,False
5303,False,True,False,False
5304,False,True,False,False
5305,False,True,False,False
5306,False,True,False,False
5307,False,False,True,False
5308,False,False,True,False
5309,False,False,True,False
5310,False,True,False,False
5311,False,False,True,False
5312,False,True,False,False
5313,False,True,False,False
5314,False,True,False,False
5315,False,True,False,False
5316,False,False,True,False
5317,True,False,False,False
5318,True,False,False,False
5319,False,True,False,False
5320,True,False,False,False
5321,True,False,False,False
5322,True,False,False,False
5323,True,False,False,False
5324,True,False,False,False
5325,True,False,False,False
5326,True,False,False,False
5327,True,False,False,False
5328,False,False,True,False
5329,False,False,True,False
5330,False,False,True,False
5331,False,False,True,False
5332,False,True,False,False
5333,False,True,False,False
5334,True,False,False,False
5335,True,False,False,False
5336,False,True,False,False
5337,True,False,False,False
5338,True,False,False,False
5339,True,False,False,False
5340,True,False,False,False
5341,True,False,False,False
5342,False,True,False,False
5343,True,False,False,False
5344,True,False,False,False
5345,True,False,False,False
5346,False,False,True,False
5347,True,False,False,False
5348,True,False,False,False
5349,True,False,False,False
5350,True,False,False,False
5351,True,False,False,False
5352,True,False,False,False
5353,True,False,False,False
5354,True,False,False,False
5355,True,False,False,False
5356,True,False,False,False
5357,True,False,False,False
5358,True,False,False,False
5359,True,False,False,False
5360,True,False,False,False
5361,True,False,False,False
5362,True,False,False,False
5363,True,False,False,False
5364,True,False,False,False
5365,True,False,False,False
5366,True,False,False,False
5367,True,False,False,False
5368,True,False,False,False
5369,True,False,False,False
5370,True,False,False,False
5371,True,False,False,False
5372,True,False,False,False
5373,True,False,False,False
5374,True,False,False,False
5375,True,False,False,False
5376,True,False,False,False
5377,True,False,False,False
5378,True,False,False,False
5379,True,False,False,False
5380,True,False,False,False
5381,True,False,False,False
5382,True,False,False,False
5383,True,False,False,False
5384,True,False,False,False
5385,True,False,False,False
5386,True,False,False,False
5387,True,False,False,False
5388,True,False,False,False
5389,True,False,False,False
5390,True,False,False,False
5391,True,False,False,False
5392,True,False,False,False
5393,True,False,False,False
5394,True,False,False,False
5395,True,False,False,False
5396,True,False,False,False
5397,True,False,False,False
5398,True,False,False,False
5399,True,False,False,False
5400,True,False,False,False
5401,True,False,False,False
5402,True,False,False,False
5403,True,False,False,False
5404,False,True,False,False
5405,True,False,False,False
5406,True,False,False,False
5407,True,False,False,False
5408,True,False,False,False
5409,False,True,False,False
5410,True,False,False,False
5411,True,False,False,False
5412,True,False,False,False
5413,True,False,False,False
5414,True,False,False,False
5415,True,False,False,False
5416,True,False,False,False
5417,True,False,False,False
5418,True,False,False,False
5419,True,False,False,False
5420,False,False,True,False
5421,False,False,True,False
5422,True,False,False,False
5423,True,False,False,False
5424,False,True,False,False
5425,False,True,False,False
5426,False,True,False,False
5427,False,False,True,False
5428,False,False,True,False
5429,False,False,True,False
5430,True,False,False,False
5431,True,False,False,False
5432,True,False,False,False
5433,True,False,False,False
5434,False,True,False,False
5435,False,True,False,False
5436,True,False,False,False
5437,True,False,False,False
5438,False,True,False,False
5439,False,True,False,False
5440,False,True,False,False
5441,True,False,False,False
5442,True,False,False,False
5443,True,False,False,False
5444,True,False,False,False
5445,True,False,False,False
5446,False,False,True,False
5447,False,False,True,False
5448,True,False,False,False
5449,True,False,False,False
5450,False,True,False,False
5451,True,False,False,False
5452,True,False,False,False
5453,True,False,False,False
5454,True,False,False,False
5455,False,True,False,False
5456,True,False,False,False
5457,False,True,False,False
5458,True,False,False,False
5459,True,False,False,False
5460,True,False,False,False
5461,True,False,False,False
5462,True,False,False,False
5463,True,False,False,False
5464,True,False,False,False
5465,True,False,False,False
5466,True,False,False,False
5467,True,False,False,False
5468,True,False,False,False
5469,True,False,False,False
5470,True,False,False,False
5471,True,False,False,False
5472,True,False,False,False
5473,False,True,False,False
5474,True,False,False,False
5475,True,False,False,False
5476,True,False,False,False
5477,True,False,False,False
5478,True,False,False,False
5479,True,False,False,False
5480,True,False,False,False
5481,True,False,False,False
5482,True,False,False,False
5483,True,False,False,False
5484,True,False,False,False
5485,True,False,False,False
5486,True,False,False,False
5487,True,False,False,False
5488,True,False,False,False
5489,False,False,True,False
5490,True,False,False,False
5491,True,False,False,False
5492,True,False,False,False
5493,True,False,False,False
5494,True,False,False,False
5495,True,False,False,False
5496,True,False,False,False
5497,False,True,False,False
5498,True,False,False,False
5499,True,False,False,False
5500,True,False,False,False
5501,False,True,False,False
5502,False,False,True,False
5503,True,False,False,False
5504,True,False,False,False
5505,True,False,False,False
5506,True,False,False,False
5507,True,False,False,False
5508,True,False,False,False
5509,True,False,False,False
5510,True,False,False,False
5511,True,False,False,False
5512,True,False,False,False
5513,True,False,False,False
5514,True,False,False,False
5515,True,False,False,False
5516,True,False,False,False
5517,True,False,False,False
5518,True,False,False,False
5519,True,False,False,False
5520,True,False,False,False
5521,True,False,False,False
5522,True,False,False,False
5523,True,False,False,False
5524,True,False,False,False
5525,True,False,False,False
5526,True,False,False,False
5527,True,False,False,False
5528,True,False,False,False
5529,True,False,False,False
5530,True,False,False,False
5531,False,True,False,False
5532,False,True,False,False
5533,True,False,False,False
5534,True,False,False,False
5535,True,False,False,False
5536,True,False,False,False
5537,True,False,False,False
5538,True,False,False,False
5539,True,False,False,False
5540,True,False,False,False
5541,True,False,False,False
5542,True,False,False,False
5543,True,False,False,False
5544,True,False,False,False
5545,True,False,False,False
5546,True,False,False,False
5547,True,False,False,False
5548,True,False,False,False
5549,True,False,False,False
5550,True,False,False,False
5551,True,False,False,False
5552,True,False,False,False
5553,True,False,False,False
5554,True,False,False,False
5555,True,False,False,False
5556,True,False,False,False
5557,True,False,False,False
5558,True,False,False,False
5559,True,False,False,False
5560,True,False,False,False
5561,True,False,False,False
5562,True,False,False,False
5563,True,False,False,False
5564,True,False,False,False
5565,True,False,False,False
5566,True,False,False,False
5567,True,False,False,False
5568,True,False,False,False
5569,True,False,False,False
5570,True,False,False,False
5571,True,False,False,False
5572,True,False,False,False
5573,True,False,False,False
5574,True,False,False,False
5575,True,False,False,False
5576,True,False,False,False
5577,True,False,False,False
5578,False,True,False,False
5579,False,True,False,False
5580,False,True,False,False
5581,False,True,False,False
5582,False,False,True,False
5583,False,False,True,False
5584,True,False,False,False
5585,False,True,False,False
5586,False,True,False,False
5587,True,False,False,False
5588,True,False,False,False
5589,False,True,False,False
5590,False,True,False,False
5591,True,False,False,False
5592,True,False,False,False
5593,True,False,False,False
5594,True,False,False,False
5595,True,False,False,False
5596,True,False,False,False
5597,True,False,False,False
5598,True,False,False,False
5599,True,False,False,False
5600,False,True,False,False
5601,True,False,False,False
5602,True,False,False,False
5603,True,False,False,False
5604,True,False,False,False
5605,True,False,False,False
5606,False,True,False,False
5607,False,True,False,False
5608,False,True,False,False
5609,True,False,False,False
5610,False,True,False,False
5611,True,False,False,False
5612,True,False,False,False
5613,False,True,False,False
5614,True,False,False,False
5615,True,False,False,False
5616,True,False,False,False
5617,True,False,False,False
5618,True,False,False,False
5619,True,False,False,False
5620,True,False,False,False
5621,True,False,False,False
5622,False,True,False,False
5623,False,True,False,False
5624,False,True,False,False
5625,False,True,False,False
5626,False,True,False,False
5627,False,True,False,False
5628,False,True,False,False
5629,False,True,False,False
5630,False,False,True,False
5631,False,False,True,False
5632,False,False,True,False
5633,False,False,True,False
5634,False,False,True,False
5635,False,False,True,False
5636,False,False,True,False
5637,False,False,True,False
5638,False,False,True,False
5639,True,False,False,False
5640,True,False,False,False
5641,True,False,False,False
5642,True,False,False,False
5643,True,False,False,False
5644,True,False,False,False
5645,True,False,False,False
5646,True,False,False,False
5647,True,False,False,False
5648,True,False,False,False
5649,True,False,False,False
5650,True,False,False,False
5651,True,False,False,False
5652,True,False,False,False
5653,True,False,False,False
5654,True,False,False,False
5655,True,False,False,False
5656,True,False,False,False
5657,True,False,False,False
5658,True,False,False,False
5659,True,False,False,False
5660,True,False,False,False
5661,True,False,False,False
5662,True,False,False,False
5663,True,False,False,False
5664,True,False,False,False
5665,True,False,False,False
5666,False,True,False,False
5667,False,True,False,False
5668,True,False,False,False
5669,True,False,False,False
5670,True,False,False,False
5671,False,True,False,False
5672,True,False,False,False
5673,True,False,False,False
5674,True,False,False,False
5675,True,False,False,False
5676,True,False,False,False
5677,True,False,False,False
5678,True,False,False,False
5679,True,False,False,False
5680,True,False,False,False
5681,True,False,False,False
5682,True,False,False,False
5683,True,False,False,False
5684,True,False,False,False
5685,True,False,False,False
5686,True,False,False,False
5687,True,False,False,False
5688,True,False,False,False
5689,True,False,False,False
5690,True,False,False,False
5691,True,False,False,False
5692,True,False,False,False
5693,True,False,False,False
5694,True,False,False,False
5695,True,False,False,False
5696,True,False,False,False
5697,True,False,False,False
5698,True,False,False,False
5699,True,False,False,False
5700,True,False,False,False
5701,True,False,False,False
5702,True,False,False,False
5703,True,False,False,False
5704,True,False,False,False
5705,True,False,False,False
5706,True,False,False,False
5707,True,False,False,False
5708,True,False,False,False
5709,True,False,False,False
5710,True,False,False,False
5711,True,False,False,False
5712,True,False,False,False
5713,True,False,False,False
5714,True,False,False,False
5715,True,False,False,False
5716,True,False,False,False
5717,True,False,False,False
5718,True,False,False,False
5719,True,False,False,False
5720,True,False,False,False
5721,True,False,False,False
5722,True,False,False,False
5723,True,False,False,False
5724,True,False,False,False
5725,True,False,False,False
5726,True,False,False,False
5727,True,False,False,False
5728,True,False,False,False
5729,True,False,False,False
5730,True,False,False,False
5731,True,False,False,False
5732,True,False,False,False
5733,True,False,False,False
5734,True,False,False,False
5735,True,False,False,False
5736,True,False,False,False
5737,True,False,False,False
5738,False,True,False,False
5739,False,True,False,False
5740,False,False,True,False
5741,True,False,False,False
5742,True,False,False,False
5743,True,False,False,False
5744,True,False,False,False
5745,True,False,False,False
5746,True,False,False,False
5747,False,True,False,False
5748,False,True,False,False
5749,True,False,False,False
5750,True,False,False,False
5751,False,False,True,False
5752,False,False,True,False
5753,False,True,False,False
5754,True,False,False,False
5755,False,True,False,False
5756,True,False,False,False
5757,True,False,False,False
5758,True,False,False,False
5759,False,True,False,False
5760,False,True,False,False
5761,False,True,False,False
5762,False,True,False,False
5763,False,True,False,False
5764,False,True,False,False
5765,False,True,False,False
5766,False,True,False,False
5767,False,True,False,False
5768,False,True,False,False
5769,True,False,False,False
5770,True,False,False,False
5771,False,True,False,False
5772,False,True,False,False
5773,False,True,False,False
5774,False,True,False,False
5775,False,True,False,False
5776,False,True,False,False
5777,True,False,False,False
5778,True,False,False,False
5779,True,False,False,False
5780,True,False,False,False
5781,True,False,False,False
5782,True,False,False,False
5783,False,True,False,False
5784,False,False,True,False
5785,False,False,True,False
5786,True,False,False,False
5787,True,False,False,False
5788,False,True,False,False
5789,True,False,False,False
5790,True,False,False,False
5791,True,False,False,False
5792,True,False,False,False
5793,True,False,False,False
5794,True,False,False,False
5795,True,False,False,False
5796,True,False,False,False
5797,True,False,False,False
5798,True,False,False,False
5799,True,False,False,False
5800,True,False,False,False
5801,True,False,False,False
5802,True,False,False,False
5803,True,False,False,False
5804,True,False,False,False
5805,True,False,False,False
5806,True,False,False,False
5807,True,False,False,False
5808,True,False,False,False
5809,True,False,False,False
5810,True,False,False,False
5811,False,True,False,False
5812,True,False,False,False
5813,True,False,False,False
5814,True,False,False,False
5815,True,False,False,False
5816,True,False,False,False
5817,True,False,False,False
5818,True,False,False,False
5819,True,False,False,False
5820,False,True,False,False
5821,False,True,False,False
5822,False,True,False,False
5823,False,True,False,False
5824,False,True,False,False
5825,False,True,False,False
5826,False,True,False,False
5827,False,True,False,False
5828,False,True,False,False
5829,True,False,False,False
5830,False,True,False,False
5831,False,False,True,False
5832,False,True,False,False
5833,False,True,False,False
5834,False,True,False,False
5835,False,True,False,False
5836,True,False,False,False
5837,False,True,False,False
5838,False,True,False,False
5839,False,True,False,False
5840,True,False,False,False
5841,False,False,True,False
5842,False,False,True,False
5843,False,True,False,False
5844,False,True,False,False
5845,False,False,True,False
5846,False,False,True,False
5847,False,False,True,False
5848,False,False,True,False
5849,False,True,False,False
5850,False,False,True,False
5851,False,True,False,False
5852,False,True,False,False
5853,False,False,True,False
5854,False,True,False,False
5855,False,False,True,False
5856,False,False,True,False
5857,False,False,True,False
5858,False,False,True,False
5859,False,False,True,False
5860,False,False,True,False
5861,False,False,True,False
5862,False,True,False,False
5863,False,True,False,False
5864,False,True,False,False
5865,False,False,True,False
5866,False,False,True,False
5867,False,True,False,False
5868,False,False,True,False
5869,False,True,False,False
5870,False,False,True,False
5871,False,True,False,False
5872,False,False,True,False
5873,False,False,True,False
5874,False,True,False,False
5875,False,False,True,False
5876,False,False,True,False
5877,False,False,True,False
5878,False,False,True,False
5879,False,False,True,False
5880,False,False,True,False
5881,False,False,True,False
5882,False,False,True,False
5883,False,False,True,False
5884,False,False,True,False
5885,True,False,False,False
5886,False,False,True,False
5887,False,False,True,False
5888,False,True,False,False
5889,False,False,True,False
5890,False,False,True,False
5891,False,False,True,False
5892,False,False,True,False
5893,False,False,True,False
5894,False,False,True,False
5895,False,False,True,False
5896,False,True,False,False
5897,False,False,True,False
5898,False,False,True,False
5899,False,False,True,False
5900,False,False,True,False
5901,False,True,False,False
5902,False,True,False,False
5903,False,True,False,False
5904,False,True,False,False
5905,False,True,False,False
5906,False,True,False,False
5907,False,False,True,False
5908,False,False,True,False
5909,False,False,True,False
5910,False,False,True,False
5911,False,False,True,False
5912,False,True,False,False
5913,False,False,True,False
5914,False,False,True,False
5915,False,False,True,False
5916,False,False,True,False
5917,False,True,False,False
5918,False,True,False,False
5919,False,True,False,False
5920,False,False,True,False
5921,False,True,False,False
5922,False,True,False,False
5923,False,False,True,False
5924,False,False,True,False
5925,False,False,True,False
5926,False,True,False,False
5927,False,True,False,False
5928,True,False,False,False
5929,True,False,False,False
5930,True,False,False,False
5931,True,False,False,False
5932,True,False,False,False
5933,True,False,False,False
5934,True,False,False,False
5935,True,False,False,False
5936,True,False,False,False
5937,True,False,False,False
5938,True,False,False,False
5939,True,False,False,False
5940,True,False,False,False
5941,False,True,False,False
5942,False,True,False,False
5943,True,False,False,False
5944,True,False,False,False
5945,True,False,False,False
5946,True,False,False,False
5947,True,False,False,False
5948,True,False,False,False
5949,True,False,False,False
5950,True,False,False,False
5951,True,False,False,False
5952,True,False,False,False
5953,True,False,False,False
5954,True,False,False,False
5955,True,False,False,False
5956,True,False,False,False
5957,True,False,False,False
5958,True,False,False,False
5959,True,False,False,False
5960,True,False,False,False
5961,True,False,False,False
5962,True,False,False,False
5963,False,True,False,False
5964,True,False,False,False
5965,False,True,False,False
5966,False,True,False,False
5967,False,True,False,False
5968,True,False,False,False
5969,True,False,False,False
5970,True,False,False,False
5971,True,False,False,False
5972,True,False,False,False
5973,True,False,False,False
5974,True,False,False,False
5975,True,False,False,False
5976,True,False,False,False
5977,True,False,False,False
5978,True,False,False,False
5979,True,False,False,False
5980,True,False,False,False
5981,True,False,False,False
5982,True,False,False,False
5983,True,False,False,False
5984,True,False,False,False
5985,True,False,False,False
5986,True,False,False,False
5987,False,False,True,False
5988,True,False,False,False
5989,True,False,False,False
5990,True,False,False,False
5991,True,False,False,False
5992,True,False,False,False
5993,True,False,False,False
5994,True,False,False,False
5995,True,False,False,False
5996,True,False,False,False
5997,True,False,False,False
5998,True,False,False,False
5999,True,False,False,False
6000,True,False,False,False
6001,True,False,False,False
6002,True,False,False,False
6003,True,False,False,False
6004,True,False,False,False
6005,True,False,False,False
6006,True,False,False,False
6007,True,False,False,False
6008,True,False,False,False
6009,True,False,False,False
6010,True,False,False,False
6011,True,False,False,False
6012,True,False,False,False
6013,True,False,False,False
6014,True,False,False,False
6015,True,False,False,False
6016,True,False,False,False
6017,True,False,False,False
6018,True,False,False,False
6019,True,False,False,False
6020,True,False,False,False
6021,True,False,False,False
6022,True,False,False,False
6023,True,False,False,False
6024,True,False,False,False
6025,True,False,False,False
6026,True,False,False,False
6027,True,False,False,False
6028,True,False,False,False
6029,True,False,False,False
6030,True,False,False,False
6031,True,False,False,False
6032,True,False,False,False
6033,True,False,False,False
6034,True,False,False,False
6035,True,False,False,False
6036,True,False,False,False
6037,True,False,False,False
6038,True,False,False,False
6039,True,False,False,False
6040,True,False,False,False
6041,True,False,False,False
6042,True,False,False,False
6043,True,False,False,False
6044,True,False,False,False
6045,True,False,False,False
6046,True,False,False,False
6047,True,False,False,False
6048,True,False,False,False
6049,True,False,False,False
6050,True,False,False,False
6051,True,False,False,False
6052,True,False,False,False
6053,True,False,False,False
6054,False,True,False,False
6055,False,True,False,False
6056,False,True,False,False
6057,False,True,False,False
6058,False,True,False,False
6059,True,False,False,False
6060,True,False,False,False
6061,True,False,False,False
6062,True,False,False,False
6063,True,False,False,False
6064,True,False,False,False
6065,False,True,False,False
6066,False,True,False,False
6067,True,False,False,False
6068,False,True,False,False
6069,False,True,False,False
6070,False,True,False,False
6071,False,True,False,False
6072,False,True,False,False
6073,False,True,False,False
6074,False,True,False,False
6075,False,True,False,False
6076,False,False,True,False
6077,False,False,True,False
6078,True,False,False,False
6079,True,False,False,False
6080,True,False,False,False
6081,True,False,False,False
6082,True,False,False,False
6083,True,False,False,False
6084,True,False,False,False
6085,True,False,False,False
6086,True,False,False,False
6087,True,False,False,False
6088,True,False,False,False
6089,True,False,False,False
6090,True,False,False,False
6091,True,False,False,False
6092,True,False,False,False
6093,False,True,False,False
6094,False,True,False,False
6095,False,True,False,False
6096,False,True,False,False
6097,False,True,False,False
6098,False,True,False,False
6099,False,True,False,False
6100,False,True,False,False
6101,False,True,False,False
6102,False,True,False,False
6103,False,True,False,False
6104,False,True,False,False
6105,True,False,False,False
6106,True,False,False,False
6107,True,False,False,False
6108,True,False,False,False
6109,True,False,False,False
6110,True,False,False,False
6111,True,False,False,False
6112,True,False,False,False
6113,False,True,False,False
6114,False,True,False,False
6115,False,True,False,False
6116,False,True,False,False
6117,False,True,False,False
6118,False,True,False,False
6119,False,True,False,False
6120,False,True,False,False
6121,False,True,False,False
6122,False,True,False,False
6123,True,False,False,False
6124,True,False,False,False
6125,False,True,False,False
6126,True,False,False,False
6127,True,False,False,False
6128,False,True,False,False
6129,True,False,False,False
6130,True,False,False,False
6131,True,False,False,False
6132,True,False,False,False
6133,True,False,False,False
6134,True,False,False,False
6135,True,False,False,False
6136,True,False,False,False
6137,True,False,False,False
6138,True,False,False,False
6139,True,False,False,False
6140,True,False,False,False
6141,True,False,False,False
6142,True,False,False,False
6143,True,False,False,False
6144,True,False,False,False
6145,False,True,False,False
6146,False,True,False,False
6147,False,True,False,False
6148,False,True,False,False
6149,False,True,False,False
6150,False,True,False,False
6151,False,True,False,False
6152,False,True,False,False
6153,False,True,False,False
6154,True,False,False,False
6155,False,True,False,False
6156,False,True,False,False
6157,False,True,False,False
6158,False,True,False,False
6159,False,True,False,False
6160,False,True,False,False
6161,True,False,False,False
6162,False,True,False,False
6163,False,True,False,False
6164,False,True,False,False
6165,False,True,False,False
6166,False,True,False,False
6167,False,True,False,False
6168,False,True,False,False
6169,False,True,False,False
6170,False,True,False,False
6171,False,True,False,False
6172,False,True,False,False
6173,False,True,False,False
6174,False,True,False,False
6175,False,True,False,False
6176,False,True,False,False
6177,False,True,False,False
6178,False,True,False,False
6179,False,True,False,False
6180,False,True,False,False
6181,False,True,False,False
6182,False,True,False,False
6183,True,False,False,False
6184,False,True,False,False
6185,False,True,False,False
6186,False,True,False,False
6187,False,False,True,False
6188,False,False,True,False
6189,False,False,True,False
6190,False,False,True,False
6191,False,True,False,False
6192,False,True,False,False
6193,False,True,False,False
6194,False,True,False,False
6195,False,True,False,False
6196,True,False,False,False
6197,True,False,False,False
6198,True,False,False,False
6199,True,False,False,False
6200,True,False,False,False
6201,True,False,False,False
6202,True,False,False,False
6203,True,False,False,False
6204,True,False,False,False
6205,True,False,False,False
6206,False,True,False,False
6207,False,True,False,False
6208,False,True,False,False
6209,False,True,False,False
6210,False,True,False,False
6211,False,True,False,False
6212,False,True,False,False
6213,False,True,False,False
6214,False,True,False,False
6215,False,True,False,False
6216,False,True,False,False
6217,False,True,False,False
6218,False,True,False,False
6219,False,True,False,False
6220,False,False,True,False
6221,False,False,True,False
6222,False,False,True,False
6223,False,False,True,False
6224,False,True,False,False
6225,False,True,False,False
6226,True,False,False,False
6227,True,False,False,False
6228,False,True,False,False
6229,False,True,False,False
6230,False,True,False,False
6231,False,True,False,False
6232,False,True,False,False
6233,False,True,False,False
6234,False,True,False,False
6235,False,True,False,False
6236,False,True,False,False
6237,False,True,False,False
6238,False,True,False,False
6239,False,True,False,False
6240,False,True,False,False
6241,False,True,False,False
6242,False,True,False,False
6243,False,True,False,False
6244,False,True,False,False
6245,False,True,False,False
6246,False,True,False,False
6247,False,True,False,False
6248,False,True,False,False
6249,False,True,False,False
6250,False,True,False,False
6251,False,True,False,False
6252,False,True,False,False
6253,False,True,False,False
6254,False,True,False,False
6255,False,False,True,False
6256,False,True,False,False
6257,False,True,False,False
6258,False,False,True,False
6259,False,False,True,False
6260,False,False,True,False
6261,False,False,True,False
6262,False,False,True,False
6263,False,False,True,False
6264,False,False,True,False
6265,False,False,True,False
6266,False,False,True,False
6267,False,False,True,False
6268,False,True,False,False
6269,True,False,False,False
6270,True,False,False,False
6271,True,False,False,False
6272,True,False,False,False
6273,True,False,False,False
6274,False,True,False,False
6275,True,False,False,False
6276,False,True,False,False
6277,False,True,False,False
6278,True,False,False,False
6279,True,False,False,False
6280,False,True,False,False
6281,False,True,False,False
6282,False,True,False,False
6283,False,True,False,False
6284,False,True,False,False
6285,False,True,False,False
6286,False,True,False,False
6287,False,True,False,False
6288,True,False,False,False
6289,False,True,False,False
6290,False,True,False,False
6291,False,True,False,False
6292,True,False,False,False
6293,True,False,False,False
6294,True,False,False,False
6295,True,False,False,False
6296,True,False,False,False
6297,False,True,False,False
6298,False,True,False,False
6299,False,True,False,False
6300,False,True,False,False
6301,False,False,True,False
6302,False,False,True,False
6303,False,False,True,False
6304,True,False,False,False
6305,False,True,False,False
6306,False,True,False,False
6307,False,True,False,False
6308,False,True,False,False
6309,False,True,False,False
6310,False,True,False,False
6311,False,True,False,False
6312,False,True,False,False
6313,False,True,False,False
6314,False,True,False,False
6315,True,False,False,False
6316,True,False,False,False
6317,True,False,False,False
6318,True,False,False,False
6319,True,False,False,False
6320,True,False,False,False
6321,True,False,False,False
6322,False,True,False,False
6323,False,True,False,False
6324,False,True,False,False
6325,False,True,False,False
6326,False,True,False,False
6327,False,True,False,False
6328,False,True,False,False
6329,False,True,False,False
6330,False,True,False,False
6331,False,True,False,False
6332,False,True,False,False
6333,False,True,False,False
6334,True,False,False,False
6335,False,True,False,False
6336,False,True,False,False
6337,True,False,False,False
6338,True,False,False,False
6339,True,False,False,False
6340,True,False,False,False
6341,True,False,False,False
6342,True,False,False,False
6343,True,False,False,False
6344,True,False,False,False
6345,True,False,False,False
6346,True,False,False,False
6347,True,False,False,False
6348,True,False,False,False
6349,True,False,False,False
6350,False,True,False,False
6351,False,False,True,False
6352,False,False,True,False
6353,False,True,False,False
6354,False,True,False,False
6355,False,True,False,False
6356,False,False,True,False
6357,False,False,True,False
6358,False,True,False,False
6359,False,True,False,False
6360,False,True,False,False
6361,False,True,False,False
6362,False,True,False,False
6363,False,True,False,False
6364,False,True,False,False
6365,False,True,False,False
6366,False,True,False,False
6367,True,False,False,False
6368,True,False,False,False
6369,True,False,False,False
6370,True,False,False,False
6371,True,False,False,False
6372,True,False,False,False
6373,True,False,False,False
6374,False,True,False,False
6375,True,False,False,False
6376,False,True,False,False
6377,False,False,True,False
6378,False,False,True,False
6379,False,False,True,False
6380,False,False,True,False
6381,False,True,False,False
6382,False,True,False,False
6383,False,True,False,False
6384,True,False,False,False
6385,True,False,False,False
6386,True,False,False,False
6387,True,False,False,False
6388,True,False,False,False
6389,False,False,True,False
6390,False,False,True,False
6391,False,False,True,False
6392,False,False,True,False
6393,True,False,False,False
6394,True,False,False,False
6395,True,False,False,False
6396,False,True,False,False
6397,False,True,False,False
6398,False,True,False,False
6399,False,True,False,False
6400,False,True,False,False
6401,False,True,False,False
6402,True,False,False,False
6403,True,False,False,False
6404,True,False,False,False
6405,True,False,False,False
6406,True,False,False,False
6407,True,False,False,False
6408,True,False,False,False
6409,True,False,False,False
6410,True,False,False,False
6411,True,False,False,False
6412,True,False,False,False
6413,True,False,False,False
6414,True,False,False,False
6415,True,False,False,False
6416,True,False,False,False
6417,True,False,False,False
6418,True,False,False,False
6419,True,False,False,False
6420,True,False,False,False
6421,True,False,False,False
6422,True,False,False,False
6423,True,False,False,False
6424,True,False,False,False
6425,True,False,False,False
6426,True,False,False,False
6427,True,False,False,False
