instant,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12
4387,False,False,False,False,False,False,True,False,False,False,False,False
4388,False,False,False,False,False,False,True,False,False,False,False,False
4389,False,False,False,False,False,False,True,False,False,False,False,False
4390,False,False,False,False,False,False,True,False,False,False,False,False
4391,False,False,False,False,False,False,True,False,False,False,False,False
4392,False,False,False,False,False,False,True,False,False,False,False,False
4393,False,False,False,False,False,False,True,False,False,False,False,False
4394,False,False,False,False,False,False,True,False,False,False,False,False
4395,False,False,False,False,False,False,True,False,False,False,False,False
4396,False,False,False,False,False,False,True,False,False,False,False,False
4397,False,False,False,False,False,False,True,False,False,False,False,False
4398,False,False,False,False,False,False,True,False,False,False,False,False
4399,False,False,False,False,False,False,True,False,False,False,False,False
4400,False,False,False,False,False,False,True,False,False,False,False,False
4401,False,False,False,False,False,False,True,False,False,False,False,False
4402,False,False,False,False,False,False,True,False,False,False,False,False
4403,False,False,False,False,False,False,True,False,False,False,False,False
4404,False,False,False,False,False,False,True,False,False,False,False,False
4405,False,False,False,False,False,False,True,False,False,False,False,False
4406,False,False,False,False,False,False,True,False,False,False,False,False
4407,False,False,False,False,False,False,True,False,False,False,False,False
4408,False,False,False,False,False,False,True,False,False,False,False,False
4409,False,False,False,False,False,False,True,False,False,False,False,False
4410,False,False,False,False,False,False,True,False,False,False,False,False
4411,False,False,False,False,False,False,True,False,False,False,False,False
4412,False,False,False,False,False,False,True,False,False,False,False,False
4413,False,False,False,False,False,False,True,False,False,False,False,False
4414,False,False,False,False,False,False,True,False,False,False,False,False
4415,False,False,False,False,False,False,True,False,False,False,False,False
4416,False,False,False,False,False,False,True,False,False,False,False,False
4417,False,False,False,False,False,False,True,False,False,False,False,False
4418,False,False,False,False,False,False,True,False,False,False,False,False
4419,False,False,False,False,False,False,True,False,False,False,False,False
4420,False,False,False,False,False,False,True,False,False,False,False,False
4421,False,False,False,False,False,False,True,False,False,False,False,False
4422,False,False,False,False,False,False,True,False,False,False,False,False
4423,False,False,False,False,False,False,True,False,False,False,False,False
4424,False,False,False,False,False,False,True,False,False,False,False,False
4425,False,False,False,False,False,False,True,False,False,False,False,False
4426,False,False,False,False,False,False,True,False,False,False,False,False
4427,False,False,False,False,False,False,True,False,False,False,False,False
4428,False,False,False,False,False,False,True,False,False,False,False,False
4429,False,False,False,False,False,False,True,False,False,False,False,False
4430,False,False,False,False,False,False,True,False,False,False,False,False
4431,False,False,False,False,False,False,True,False,False,False,False,False
4432,False,False,False,False,False,False,True,False,False,False,False,False
4433,False,False,False,False,False,False,True,False,False,False,False,False
4434,False,False,False,False,False,False,True,False,False,False,False,False
4435,False,False,False,False,False,False,True,False,False,False,False,False
4436,False,False,False,False,False,False,True,False,False,False,False,False
4437,False,False,False,False,False,False,True,False,False,False,False,False
4438,False,False,False,False,False,False,True,False,False,False,False,False
4439,False,False,False,False,False,False,True,False,False,False,False,False
4440,False,False,False,False,False,False,True,False,False,False,False,False
4441,False,False,False,False,False,False,True,False,False,False,False,False
4442,False,False,False,False,False,False,True,False,False,False,False,False
4443,False,False,False,False,False,False,True,False,False,False,False,False
4444,False,False,False,False,False,False,True,False,False,False,False,False
4445,False,False,False,False,False,False,True,False,False,False,False,False
4446,False,False,False,False,False,False,True,False,False,False,False,False
4447,False,False,False,False,False,False,True,False,False,False,False,False
4448,False,False,False,False,False,False,True,False,False,False,False,False
4449,False,False,False,False,False,False,True,False,False,False,False,False
4450,False,False,False,False,False,False,True,False,False,False,False,False
4451,False,False,False,False,False,False,True,False,False,False,False,False
4452,False,False,False,False,False,False,True,False,False,False,False,False
4453,False,False,False,False,False,False,True,False,False,False,False,False
4454,False,False,False,False,False,False,True,False,False,False,False,False
4455,False,False,False,False,False,False,True,False,False,False,False,False
4456,False,False,False,False,False,False,True,False,False,False,False,False
4457,False,False,False,False,False,False,True,False,False,False,False,False
4458,False,False,False,False,False,False,True,False,False,False,False,False
4459,False,False,False,False,False,False,True,False,False,False,False,False
4460,False,False,False,False,False,False,True,False,False,False,False,False
4461,False,False,False,False,False,False,True,False,False,False,False,False
4462,False,False,False,False,False,False,True,False,False,False,False,False
4463,False,False,False,False,False,False,True,False,False,False,False,False
4464,False,False,False,False,False,False,True,False,False,False,False,False
4465,False,False,False,False,False,False,True,False,False,False,False,False
4466,False,False,False,False,False,False,True,False,False,False,False,False
4467,False,False,False,False,False,False,True,False,False,False,False,False
4468,False,False,False,False,False,False,True,False,False,False,False,False
4469,False,False,False,False,False,False,True,False,False,False,False,False
4470,False,False,False,False,False,False,True,False,False,False,False,False
4471,False,False,False,False,False,False,True,False,False,False,False,False
4472,False,False,False,False,False,False,True,False,False,False,False,False
4473,False,False,False,False,False,False,True,False,False,False,False,False
4474,False,False,False,False,False,False,True,False,False,False,False,False
4475,False,False,False,False,False,False,True,False,False,False,False,False
4476,False,False,False,False,False,False,True,False,False,False,False,False
4477,False,False,False,False,False,False,True,False,False,False,False,False
4478,False,False,False,False,False,False,True,False,False,False,False,False
4479,False,False,False,False,False,False,True,False,False,False,False,False
4480,False,False,False,False,False,False,True,False,False,False,False,False
4481,False,False,False,False,False,False,True,False,False,False,False,False
4482,False,False,False,False,False,False,True,False,False,False,False,False
4483,False,False,False,False,False,False,True,False,False,False,False,False
4484,False,False,False,False,False,False,True,False,False,False,False,False
4485,False,False,False,False,False,False,True,False,False,False,False,False
4486,False,False,False,False,False,False,True,False,False,False,False,False
4487,False,False,False,False,False,False,True,False,False,False,False,False
4488,False,False,False,False,False,False,True,False,False,False,False,False
4489,False,False,False,False,False,False,True,False,False,False,False,False
4490,False,False,False,False,False,False,True,False,False,False,False,False
4491,False,False,False,False,False,False,True,False,False,False,False,False
4492,False,False,False,False,False,False,True,False,False,False,False,False
4493,False,False,False,False,False,False,True,False,False,False,False,False
4494,False,False,False,False,False,False,True,False,False,False,False,False
4495,False,False,False,False,False,False,True,False,False,False,False,False
4496,False,False,False,False,False,False,True,False,False,False,False,False
4497,False,False,False,False,False,False,True,False,False,False,False,False
4498,False,False,False,False,False,False,True,False,False,False,False,False
4499,False,False,False,False,False,False,True,False,False,False,False,False
4500,False,False,False,False,False,False,True,False,False,False,False,False
4501,False,False,False,False,False,False,True,False,False,False,False,False
4502,False,False,False,False,False,False,True,False,False,False,False,False
4503,False,False,False,False,False,False,True,False,False,False,False,False
4504,False,False,False,False,False,False,True,False,False,False,False,False
4505,False,False,False,False,False,False,True,False,False,False,False,False
4506,False,False,False,False,False,False,True,False,False,False,False,False
4507,False,False,False,False,False,False,True,False,False,False,False,False
4508,False,False,False,False,False,False,True,False,False,False,False,False
4509,False,False,False,False,False,False,True,False,False,False,False,False
4510,False,False,False,False,False,False,True,False,False,False,False,False
4511,False,False,False,False,False,False,True,False,False,False,False,False
4512,False,False,False,False,False,False,True,False,False,False,False,False
4513,False,False,False,False,False,False,True,False,False,False,False,False
4514,False,False,False,False,False,False,True,False,False,False,False,False
4515,False,False,False,False,False,False,True,False,False,False,False,False
4516,False,False,False,False,False,False,True,False,False,False,False,False
4517,False,False,False,False,False,False,True,False,False,False,False,False
4518,False,False,False,False,False,False,True,False,False,False,False,False
4519,False,False,False,False,False,False,True,False,False,False,False,False
4520,False,False,False,False,False,False,True,False,False,False,False,False
4521,False,False,False,False,False,False,True,False,False,False,False,False
4522,False,False,False,False,False,False,True,False,False,False,False,False
4523,False,False,False,False,False,False,True,False,False,False,False,False
4524,False,False,False,False,False,False,True,False,False,False,False,False
4525,False,False,False,False,False,False,True,False,False,False,False,False
4526,False,False,False,False,False,False,True,False,False,False,False,False
4527,False,False,False,False,False,False,True,False,False,False,False,False
4528,False,False,False,False,False,False,True,False,False,False,False,False
4529,False,False,False,False,False,False,True,False,False,False,False,False
4530,False,False,False,False,False,False,True,False,False,False,False,False
4531,False,False,False,False,False,False,True,False,False,False,False,False
4532,False,False,False,False,False,False,True,False,False,False,False,False
4533,False,False,False,False,False,False,True,False,False,False,False,False
4534,False,False,False,False,False,False,True,False,False,False,False,False
4535,False,False,False,False,False,False,True,False,False,False,False,False
4536,False,False,False,False,False,False,True,False,False,False,False,False
4537,False,False,False,False,False,False,True,False,False,False,False,False
4538,False,False,False,False,False,False,True,False,False,False,False,False
4539,False,False,False,False,False,False,True,False,False,False,False,False
4540,False,False,False,False,False,False,True,False,False,False,False,False
4541,False,False,False,False,False,False,True,False,False,False,False,False
4542,False,False,False,False,False,False,True,False,False,False,False,False
4543,False,False,False,False,False,False,True,False,False,False,False,False
4544,False,False,False,False,False,False,True,False,False,False,False,False
4545,False,False,False,False,False,False,True,False,False,False,False,False
4546,False,False,False,False,False,False,True,False,False,False,False,False
4547,False,False,False,False,False,False,True,False,False,False,False,False
4548,False,False,False,False,False,False,True,False,False,False,False,False
4549,False,False,False,False,False,False,True,False,False,False,False,False
4550,False,False,False,False,False,False,True,False,False,False,False,False
4551,False,False,False,False,False,False,True,False,False,False,False,False
4552,False,False,False,False,False,False,True,False,False,False,False,False
4553,False,False,False,False,False,False,True,False,False,False,False,False
4554,False,False,False,False,False,False,True,False,False,False,False,False
4555,False,False,False,False,False,False,True,False,False,False,False,False
4556,False,False,False,False,False,False,True,False,False,False,False,False
4557,False,False,False,False,False,False,True,False,False,False,False,False
4558,False,False,False,False,False,False,True,False,False,False,False,False
4559,False,False,False,False,False,False,True,False,False,False,False,False
4560,False,False,False,False,False,False,True,False,False,False,False,False
4561,False,False,False,False,False,False,True,False,False,False,False,False
4562,False,False,False,False,False,False,True,False,False,False,False,False
4563,False,False,False,False,False,False,True,False,False,False,False,False
4564,False,False,False,False,False,False,True,False,False,False,False,False
4565,False,False,False,False,False,False,True,False,False,False,False,False
4566,False,False,False,False,False,False,True,False,False,False,False,False
4567,False,False,False,False,False,False,True,False,False,False,False,False
4568,False,False,False,False,False,False,True,False,False,False,False,False
4569,False,False,False,False,False,False,True,False,False,False,False,False
4570,False,False,False,False,False,False,True,False,False,False,False,False
4571,False,False,False,False,False,False,True,False,False,False,False,False
4572,False,False,False,False,False,False,True,False,False,False,False,False
4573,False,False,False,False,False,False,True,False,False,False,False,False
4574,False,False,False,False,False,False,True,False,False,False,False,False
4575,False,False,False,False,False,False,True,False,False,False,False,False
4576,False,False,False,False,False,False,True,False,False,False,False,False
4577,False,False,False,False,False,False,True,False,False,False,False,False
4578,False,False,False,False,False,False,True,False,False,False,False,False
4579,False,False,False,False,False,False,True,False,False,False,False,False
4580,False,False,False,False,False,False,True,False,False,False,False,False
4581,False,False,False,False,False,False,True,False,False,False,False,False
4582,False,False,False,False,False,False,True,False,False,False,False,False
4583,False,False,False,False,False,False,True,False,False,False,False,False
4584,False,False,False,False,False,False,True,False,False,False,False,False
4585,False,False,False,False,False,False,True,False,False,False,False,False
4586,False,False,False,False,False,False,True,False,False,False,False,False
4587,False,False,False,False,False,False,True,False,False,False,False,False
4588,False,False,False,False,False,False,True,False,False,False,False,False
4589,False,False,False,False,False,False,True,False,False,False,False,False
4590,False,False,False,False,False,False,True,False,False,False,False,False
4591,False,False,False,False,False,False,True,False,False,False,False,False
4592,False,False,False,False,False,False,True,False,False,False,False,False
4593,False,False,False,False,False,False,True,False,False,False,False,False
4594,False,False,False,False,False,False,True,False,False,False,False,False
4595,False,False,False,False,False,False,True,False,False,False,False,False
4596,False,False,False,False,False,False,True,False,False,False,False,False
4597,False,False,False,False,False,False,True,False,False,False,False,False
4598,False,False,False,False,False,False,True,False,False,False,False,False
4599,False,False,False,False,False,False,True,False,False,False,False,False
4600,False,False,False,False,False,False,True,False,False,False,False,False
4601,False,False,False,False,False,False,True,False,False,False,False,False
4602,False,False,False,False,False,False,True,False,False,False,False,False
4603,False,False,False,False,False,False,True,False,False,False,False,False
4604,False,False,False,False,False,False,True,False,False,False,False,False
4605,False,False,False,False,False,False,True,False,False,False,False,False
4606,False,False,False,False,False,False,True,False,False,False,False,False
4607,False,False,False,False,False,False,True,False,False,False,False,False
4608,False,False,False,False,False,False,True,False,False,False,False,False
4609,False,False,False,False,False,False,True,False,False,False,False,False
4610,False,False,False,False,False,False,True,False,False,False,False,False
4611,False,False,False,False,False,False,True,False,False,False,False,False
4612,False,False,False,False,False,False,True,False,False,False,False,False
4613,False,False,False,False,False,False,True,False,False,False,False,False
4614,False,False,False,False,False,False,True,False,False,False,False,False
4615,False,False,False,False,False,False,True,False,False,False,False,False
4616,False,False,False,False,False,False,True,False,False,False,False,False
4617,False,False,False,False,False,False,True,False,False,False,False,False
4618,False,False,False,False,False,False,True,False,False,False,False,False
4619,False,False,False,False,False,False,True,False,False,False,False,False
4620,False,False,False,False,False,False,True,False,False,False,False,False
4621,False,False,False,False,False,False,True,False,False,False,False,False
4622,False,False,False,False,False,False,True,False,False,False,False,False
4623,False,False,False,False,False,False,True,False,False,False,False,False
4624,False,False,False,False,False,False,True,False,False,False,False,False
4625,False,False,False,False,False,False,True,False,False,False,False,False
4626,False,False,False,False,False,False,True,False,False,False,False,False
4627,False,False,False,False,False,False,True,False,False,False,False,False
4628,False,False,False,False,False,False,True,False,False,False,False,False
4629,False,False,False,False,False,False,True,False,False,False,False,False
4630,False,False,False,False,False,False,True,False,False,False,False,False
4631,False,False,False,False,False,False,True,False,False,False,False,False
4632,False,False,False,False,False,False,True,False,False,False,False,False
4633,False,False,False,False,False,False,True,False,False,False,False,False
4634,False,False,False,False,False,False,True,False,False,False,False,False
4635,False,False,False,False,False,False,True,False,False,False,False,False
4636,False,False,False,False,False,False,True,False,False,False,False,False
4637,False,False,False,False,False,False,True,False,False,False,False,False
4638,False,False,False,False,False,False,True,False,False,False,False,False
4639,False,False,False,False,False,False,True,False,False,False,False,False
4640,False,False,False,False,False,False,True,False,False,False,False,False
4641,False,False,False,False,False,False,True,False,False,False,False,False
4642,False,False,False,False,False,False,True,False,False,False,False,False
4643,False,False,False,False,False,False,True,False,False,False,False,False
4644,False,False,False,False,False,False,True,False,False,False,False,False
4645,False,False,False,False,False,False,True,False,False,False,False,False
4646,False,False,False,False,False,False,True,False,False,False,False,False
4647,False,False,False,False,False,False,True,False,False,False,False,False
4648,False,False,False,False,False,False,True,False,False,False,False,False
4649,False,False,False,False,False,False,True,False,False,False,False,False
4650,False,False,False,False,False,False,True,False,False,False,False,False
4651,False,False,False,False,False,False,True,False,False,False,False,False
4652,False,False,False,False,False,False,True,False,False,False,False,False
4653,False,False,False,False,False,False,True,False,False,False,False,False
4654,False,False,False,False,False,False,True,False,False,False,False,False
4655,False,False,False,False,False,False,True,False,False,False,False,False
4656,False,False,False,False,False,False,True,False,False,False,False,False
4657,False,False,False,False,False,False,True,False,False,False,False,False
4658,False,False,False,False,False,False,True,False,False,False,False,False
4659,False,False,False,False,False,False,True,False,False,False,False,False
4660,False,False,False,False,False,False,True,False,False,False,False,False
4661,False,False,False,False,False,False,True,False,False,False,False,False
4662,False,False,False,False,False,False,True,False,False,False,False,False
4663,False,False,False,False,False,False,True,False,False,False,False,False
4664,False,False,False,False,False,False,True,False,False,False,False,False
4665,False,False,False,False,False,False,True,False,False,False,False,False
4666,False,False,False,False,False,False,True,False,False,False,False,False
4667,False,False,False,False,False,False,True,False,False,False,False,False
4668,False,False,False,False,False,False,True,False,False,False,False,False
4669,False,False,False,False,False,False,True,False,False,False,False,False
4670,False,False,False,False,False,False,True,False,False,False,False,False
4671,False,False,False,False,False,False,True,False,False,False,False,False
4672,False,False,False,False,False,False,True,False,False,False,False,False
4673,False,False,False,False,False,False,True,False,False,False,False,False
4674,False,False,False,False,False,False,True,False,False,False,False,False
4675,False,False,False,False,False,False,True,False,False,False,False,False
4676,False,False,False,False,False,False,True,False,False,False,False,False
4677,False,False,False,False,False,False,True,False,False,False,False,False
4678,False,False,False,False,False,False,True,False,False,False,False,False
4679,False,False,False,False,False,False,True,False,False,False,False,False
4680,False,False,False,False,False,False,True,False,False,False,False,False
4681,False,False,False,False,False,False,True,False,False,False,False,False
4682,False,False,False,False,False,False,True,False,False,False,False,False
4683,False,False,False,False,False,False,True,False,False,False,False,False
4684,False,False,False,False,False,False,True,False,False,False,False,False
4685,False,False,False,False,False,False,True,False,False,False,False,False
4686,False,False,False,False,False,False,True,False,False,False,False,False
4687,False,False,False,False,False,False,True,False,False,False,False,False
4688,False,False,False,False,False,False,True,False,False,False,False,False
4689,False,False,False,False,False,False,True,False,False,False,False,False
4690,False,False,False,False,False,False,True,False,False,False,False,False
4691,False,False,False,False,False,False,True,False,False,False,False,False
4692,False,False,False,False,False,False,True,False,False,False,False,False
4693,False,False,False,False,False,False,True,False,False,False,False,False
4694,False,False,False,False,False,False,True,False,False,False,False,False
4695,False,False,False,False,False,False,True,False,False,False,False,False
4696,False,False,False,False,False,False,True,False,False,False,False,False
4697,False,False,False,False,False,False,True,False,False,False,False,False
4698,False,False,False,False,False,False,True,False,False,False,False,False
4699,False,False,False,False,False,False,True,False,False,False,False,False
4700,False,False,False,False,False,False,True,False,False,False,False,False
4701,False,False,False,False,False,False,True,False,False,False,False,False
4702,False,False,False,False,False,False,True,False,False,False,False,False
4703,False,False,False,False,False,False,True,False,False,False,False,False
4704,False,False,False,False,False,False,True,False,False,False,False,False
4705,False,False,False,False,False,False,True,False,False,False,False,False
4706,False,False,False,False,False,False,True,False,False,False,False,False
4707,False,False,False,False,False,False,True,False,False,False,False,False
4708,False,False,False,False,False,False,True,False,False,False,False,False
4709,False,False,False,False,False,False,True,False,False,False,False,False
4710,False,False,False,False,False,False,True,False,False,False,False,False
4711,False,False,False,False,False,False,True,False,False,False,False,False
4712,False,False,False,False,False,False,True,False,False,False,False,False
4713,False,False,False,False,False,False,True,False,False,False,False,False
4714,False,False,False,False,False,False,True,False,False,False,False,False
4715,False,False,False,False,False,False,True,False,False,False,False,False
4716,False,False,False,False,False,False,True,False,False,False,False,False
4717,False,False,False,False,False,False,True,False,False,False,False,False
4718,False,False,False,False,False,False,True,False,False,False,False,False
4719,False,False,False,False,False,False,True,False,False,False,False,False
4720,False,False,False,False,False,False,True,False,False,False,False,False
4721,False,False,False,False,False,False,True,False,False,False,False,False
4722,False,False,False,False,False,False,True,False,False,False,False,False
4723,False,False,False,False,False,False,True,False,False,False,False,False
4724,False,False,False,False,False,False,True,False,False,False,False,False
4725,False,False,False,False,False,False,True,False,False,False,False,False
4726,False,False,False,False,False,False,True,False,False,False,False,False
4727,False,False,False,False,False,False,True,False,False,False,False,False
4728,False,False,False,False,False,False,True,False,False,False,False,False
4729,False,False,False,False,False,False,True,False,False,False,False,False
4730,False,False,False,False,False,False,True,False,False,False,False,False
4731,False,False,False,False,False,False,True,False,False,False,False,False
4732,False,False,False,False,False,False,True,False,False,False,False,False
4733,False,False,False,False,False,False,True,False,False,False,False,False
4734,False,False,False,False,False,False,True,False,False,False,False,False
4735,False,False,False,False,False,False,True,False,False,False,False,False
4736,False,False,False,False,False,False,True,False,False,False,False,False
4737,False,False,False,False,False,False,True,False,False,False,False,False
4738,False,False,False,False,False,False,True,False,False,False,False,False
4739,False,False,False,False,False,False,True,False,False,False,False,False
4740,False,False,False,False,False,False,True,False,False,False,False,False
4741,False,False,False,False,False,False,True,False,False,False,False,False
4742,False,False,False,False,False,False,True,False,False,False,False,False
4743,False,False,False,False,False,False,True,False,False,False,False,False
4744,False,False,False,False,False,False,True,False,False,False,False,False
4745,False,False,False,False,False,False,True,False,False,False,False,False
4746,False,False,False,False,False,False,True,False,False,False,False,False
4747,False,False,False,False,False,False,True,False,False,False,False,False
4748,False,False,False,False,False,False,True,False,False,False,False,False
4749,False,False,False,False,False,False,True,False,False,False,False,False
4750,False,False,False,False,False,False,True,False,False,False,False,False
4751,False,False,False,False,False,False,True,False,False,False,False,False
4752,False,False,False,False,False,False,True,False,False,False,False,False
4753,False,False,False,False,False,False,True,False,False,False,False,False
4754,False,False,False,False,False,False,True,False,False,False,False,False
4755,False,False,False,False,False,False,True,False,False,False,False,False
4756,False,False,False,False,False,False,True,False,False,False,False,False
4757,False,False,False,False,False,False,True,False,False,False,False,False
4758,False,False,False,False,False,False,True,False,False,False,False,False
4759,False,False,False,False,False,False,True,False,False,False,False,False
4760,False,False,False,False,False,False,True,False,False,False,False,False
4761,False,False,False,False,False,False,True,False,False,False,False,False
4762,False,False,False,False,False,False,True,False,False,False,False,False
4763,False,False,False,False,False,False,True,False,False,False,False,False
4764,False,False,False,False,False,False,True,False,False,False,False,False
4765,False,False,False,False,False,False,True,False,False,False,False,False
4766,False,False,False,False,False,False,True,False,False,False,False,False
4767,False,False,False,False,False,False,True,False,False,False,False,False
4768,False,False,False,False,False,False,True,False,False,False,False,False
4769,False,False,False,False,False,False,True,False,False,False,False,False
4770,False,False,False,False,False,False,True,False,False,False,False,False
4771,False,False,False,False,False,False,True,False,False,False,False,False
4772,False,False,False,False,False,False,True,False,False,False,False,False
4773,False,False,False,False,False,False,True,False,False,False,False,False
4774,False,False,False,False,False,False,True,False,False,False,False,False
4775,False,False,False,False,False,False,True,False,False,False,False,False
4776,False,False,False,False,False,False,True,False,False,False,False,False
4777,False,False,False,False,False,False,True,False,False,False,False,False
4778,False,False,False,False,False,False,True,False,False,False,False,False
4779,False,False,False,False,False,False,True,False,False,False,False,False
4780,False,False,False,False,False,False,True,False,False,False,False,False
4781,False,False,False,False,False,False,True,False,False,False,False,False
4782,False,False,False,False,False,False,True,False,False,False,False,False
4783,False,False,False,False,False,False,True,False,False,False,False,False
4784,False,False,False,False,False,False,True,False,False,False,False,False
4785,False,False,False,False,False,False,True,False,False,False,False,False
4786,False,False,False,False,False,False,True,False,False,False,False,False
4787,False,False,False,False,False,False,True,False,False,False,False,False
4788,False,False,False,False,False,False,True,False,False,False,False,False
4789,False,False,False,False,False,False,True,False,False,False,False,False
4790,False,False,False,False,False,False,True,False,False,False,False,False
4791,False,False,False,False,False,False,True,False,False,False,False,False
4792,False,False,False,False,False,False,True,False,False,False,False,False
4793,False,False,False,False,False,False,True,False,False,False,False,False
4794,False,False,False,False,False,False,True,False,False,False,False,False
4795,False,False,False,False,False,False,True,False,False,False,False,False
4796,False,False,False,False,False,False,True,False,False,False,False,False
4797,False,False,False,False,False,False,True,False,False,False,False,False
4798,False,False,False,False,False,False,True,False,False,False,False,False
4799,False,False,False,False,False,False,True,False,False,False,False,False
4800,False,False,False,False,False,False,True,False,False,False,False,False
4801,False,False,False,False,False,False,True,False,False,False,False,False
4802,False,False,False,False,False,False,True,False,False,False,False,False
4803,False,False,False,False,False,False,True,False,False,False,False,False
4804,False,False,False,False,False,False,True,False,False,False,False,False
4805,False,False,False,False,False,False,True,False,False,False,False,False
4806,False,False,False,False,False,False,True,False,False,False,False,False
4807,False,False,False,False,False,False,True,False,False,False,False,False
4808,False,False,False,False,False,False,True,False,False,False,False,False
4809,False,False,False,False,False,False,True,False,False,False,False,False
4810,False,False,False,False,False,False,True,False,False,False,False,False
4811,False,False,False,False,False,False,True,False,False,False,False,False
4812,False,False,False,False,False,False,True,False,False,False,False,False
4813,False,False,False,False,False,False,True,False,False,False,False,False
4814,False,False,False,False,False,False,True,False,False,False,False,False
4815,False,False,False,False,False,False,True,False,False,False,False,False
4816,False,False,False,False,False,False,True,False,False,False,False,False
4817,False,False,False,False,False,False,True,False,False,False,False,False
4818,False,False,False,False,False,False,True,False,False,False,False,False
4819,False,False,False,False,False,False,True,False,False,False,False,False
4820,False,False,False,False,False,False,True,False,False,False,False,False
4821,False,False,False,False,False,False,True,False,False,False,False,False
4822,False,False,False,False,False,False,True,False,False,False,False,False
4823,False,False,False,False,False,False,True,False,False,False,False,False
4824,False,False,False,False,False,False,True,False,False,False,False,False
4825,False,False,False,False,False,False,True,False,False,False,False,False
4826,False,False,False,False,False,False,True,False,False,False,False,False
4827,False,False,False,False,False,False,True,False,False,False,False,False
4828,False,False,False,False,False,False,True,False,False,False,False,False
4829,False,False,False,False,False,False,True,False,False,False,False,False
4830,False,False,False,False,False,False,True,False,False,False,False,False
4831,False,False,False,False,False,False,True,False,False,False,False,False
4832,False,False,False,False,False,False,True,False,False,False,False,False
4833,False,False,False,False,False,False,True,False,False,False,False,False
4834,False,False,False,False,False,False,True,False,False,False,False,False
4835,False,False,False,False,False,False,True,False,False,False,False,False
4836,False,False,False,False,False,False,True,False,False,False,False,False
4837,False,False,False,False,False,False,True,False,False,False,False,False
4838,False,False,False,False,False,False,True,False,False,False,False,False
4839,False,False,False,False,False,False,True,False,False,False,False,False
4840,False,False,False,False,False,False,True,False,False,False,False,False
4841,False,False,False,False,False,False,True,False,False,False,False,False
4842,False,False,False,False,False,False,True,False,False,False,False,False
4843,False,False,False,False,False,False,True,False,False,False,False,False
4844,False,False,False,False,False,False,True,False,False,False,False,False
4845,False,False,False,False,False,False,True,False,False,False,False,False
4846,False,False,False,False,False,False,True,False,False,False,False,False
4847,False,False,False,False,False,False,True,False,False,False,False,False
4848,False,False,False,False,False,False,True,False,False,False,False,False
4849,False,False,False,False,False,False,True,False,False,False,False,False
4850,False,False,False,False,False,False,True,False,False,False,False,False
4851,False,False,False,False,False,False,True,False,False,False,False,False
4852,False,False,False,False,False,False,True,False,False,False,False,False
4853,False,False,False,False,False,False,True,False,False,False,False,False
4854,False,False,False,False,False,False,True,False,False,False,False,False
4855,False,False,False,False,False,False,True,False,False,False,False,False
4856,False,False,False,False,False,False,True,False,False,False,False,False
4857,False,False,False,False,False,False,True,False,False,False,False,False
4858,False,False,False,False,False,False,True,False,False,False,False,False
4859,False,False,False,False,False,False,True,False,False,False,False,False
4860,False,False,False,False,False,False,True,False,False,False,False,False
4861,False,False,False,False,False,False,True,False,False,False,False,False
4862,False,False,False,False,False,False,True,False,False,False,False,False
4863,False,False,False,False,False,False,True,False,False,False,False,False
4864,False,False,False,False,False,False,True,False,False,False,False,False
4865,False,False,False,False,False,False,True,False,False,False,False,False
4866,False,False,False,False,False,False,True,False,False,False,False,False
4867,False,False,False,False,False,False,True,False,False,False,False,False
4868,False,False,False,False,False,False,True,False,False,False,False,False
4869,False,False,False,False,False,False,True,False,False,False,False,False
4870,False,False,False,False,False,False,True,False,False,False,False,False
4871,False,False,False,False,False,False,True,False,False,False,False,False
4872,False,False,False,False,False,False,True,False,False,False,False,False
4873,False,False,False,False,False,False,True,False,False,False,False,False
4874,False,False,False,False,False,False,True,False,False,False,False,False
4875,False,False,False,False,False,False,True,False,False,False,False,False
4876,False,False,False,False,False,False,True,False,False,False,False,False
4877,False,False,False,False,False,False,True,False,False,False,False,False
4878,False,False,False,False,False,False,True,False,False,False,False,False
4879,False,False,False,False,False,False,True,False,False,False,False,False
4880,False,False,False,False,False,False,True,False,False,False,False,False
4881,False,False,False,False,False,False,True,False,False,False,False,False
4882,False,False,False,False,False,False,True,False,False,False,False,False
4883,False,False,False,False,False,False,True,False,False,False,False,False
4884,False,False,False,False,False,False,True,False,False,False,False,False
4885,False,False,False,False,False,False,True,False,False,False,False,False
4886,False,False,False,False,False,False,True,False,False,False,False,False
4887,False,False,False,False,False,False,True,False,False,False,False,False
4888,False,False,False,False,False,False,True,False,False,False,False,False
4889,False,False,False,False,False,False,True,False,False,False,False,False
4890,False,False,False,False,False,False,True,False,False,False,False,False
4891,False,False,False,False,False,False,True,False,False,False,False,False
4892,False,False,False,False,False,False,True,False,False,False,False,False
4893,False,False,False,False,False,False,True,False,False,False,False,False
4894,False,False,False,False,False,False,True,False,False,False,False,False
4895,False,False,False,False,False,False,True,False,False,False,False,False
4896,False,False,False,False,False,False,True,False,False,False,False,False
4897,False,False,False,False,False,False,True,False,False,False,False,False
4898,False,False,False,False,False,False,True,False,False,False,False,False
4899,False,False,False,False,False,False,True,False,False,False,False,False
4900,False,False,False,False,False,False,True,False,False,False,False,False
4901,False,False,False,False,False,False,True,False,False,False,False,False
